code,y,q_target,keep_fraction,method
35bb1668-d2c9-4af5-8b43-b5e8d8cf6ceb_MALDI1,1,0.4219491782946381,0.1,global_target_like_pruning
80967d5d-b96f-4656-9fe9-68dc03f92cbc,1,0.42176868188866934,0.1,global_target_like_pruning
15b543a4-456c-43f5-9af3-f6b4f1fbfb21_MALDI2,0,0.39251726642841767,0.1,global_target_like_pruning
dd3d8f12-13ab-4b18-909e-6355f4ae6fc7_MALDI2,0,0.3922663237721184,0.1,global_target_like_pruning
0a969df8-d606-4b3c-9848-f182248e40a4,0,0.39071601030673375,0.1,global_target_like_pruning
d7e802bd-dd99-4076-a4ba-dd7c5465e4d0_MALDI2,0,0.38534065850106985,0.1,global_target_like_pruning
10f3cb40-4e0a-4e21-a8dc-8d774607e588_MALDI2,0,0.37804579761778395,0.1,global_target_like_pruning
d65a657e-2418-4eba-948d-9a52ab4b3c91_MALDI1,1,0.37465243195449666,0.1,global_target_like_pruning
a61cb06d-1f04-419c-94e4-497ea333ff8f_MALDI2,0,0.37448805534119584,0.1,global_target_like_pruning
08dc2b96-2e4a-478a-883e-bc46f42886c6,0,0.3702093902886961,0.1,global_target_like_pruning
fbc47fcd-e2be-46a4-b009-2b9cde2d2410_MALDI1,0,0.36871290244973043,0.1,global_target_like_pruning
a3ebe76b-dbf6-4a9a-aa87-20c637ed1292_MALDI1,0,0.36506996114819706,0.1,global_target_like_pruning
eb2ba2af-a6fd-4273-8d8a-19e0f63168ef_MALDI1,0,0.35072685346009325,0.1,global_target_like_pruning
6541edc5-cbd5-4d2a-9aef-b106c83d6adc_MALDI1,0,0.3419608119218394,0.1,global_target_like_pruning
547ac30c-33c8-4d41-99e8-c428c905ff87,0,0.33345337265763686,0.1,global_target_like_pruning
bed6b4b6-6492-4788-ab5b-a603c33a0337,1,0.33286901317678186,0.1,global_target_like_pruning
60e1d8fe-69b8-4ec8-b617-efead60733b3_MALDI1,0,0.3324992097640322,0.1,global_target_like_pruning
f1864837-a066-40bc-aebf-44c91da50551_MALDI1,0,0.3256894133184715,0.1,global_target_like_pruning
d4d9574b-566f-4387-87a2-42a95b7518d3_MALDI1,1,0.30742602370395716,0.1,global_target_like_pruning
e41028ad-8d44-4425-ae65-590fe77f7897_MALDI2,0,0.2908889741725139,0.1,global_target_like_pruning
e9af6a5b-205f-441b-8bd6-efbaf08733b4_MALDI1,0,0.29079601596227067,0.1,global_target_like_pruning
614eeb44-7e88-4f5b-be19-bfa75a7a687a_MALDI1,0,0.2870652053803312,0.1,global_target_like_pruning
22d4fd06-440e-4421-af3d-c53561300cb9_MALDI1,0,0.275974323108579,0.1,global_target_like_pruning
5b865545-333a-4fa8-8a5c-71a915cd588a_MALDI1,0,0.2721348118998572,0.1,global_target_like_pruning
7f2ae33d-0a60-463d-8715-134c6276d18f_MALDI1,0,0.27079088119881706,0.1,global_target_like_pruning
5bddb5f1-7d0b-4616-9b4e-06e75b7d7871_MALDI1,0,0.2698824792887146,0.1,global_target_like_pruning
5b98cdfa-1449-4378-86b0-af4b47410066_MALDI1,1,0.2665625628907305,0.1,global_target_like_pruning
fd55f18b-b6cb-4c79-abac-a3b600bca9a7_MALDI2,0,0.2645425361544777,0.1,global_target_like_pruning
2a82b4db-5daf-4a48-9d5c-88ec3e0ac8c3_MALDI2,0,0.2627991358237911,0.1,global_target_like_pruning
af2cf19e-1ad5-4979-bd4f-64664acc9f4e_MALDI2,0,0.25765384364581234,0.1,global_target_like_pruning
75a454d9-02bb-4875-ac04-aceeef4d5a37_MALDI1,0,0.2563758523434915,0.1,global_target_like_pruning
b0983af5-7694-4626-ab97-39624c49f83a,0,0.24956411791752361,0.1,global_target_like_pruning
606c4097-114f-4e58-a20a-716cc9b0dd4b,1,0.24621750949242915,0.1,global_target_like_pruning
99d603c8-7edc-4f99-85c9-ffca4783d103,0,0.24154496773957349,0.1,global_target_like_pruning
6016f868-e1b8-4a54-b62b-a3cf58201207_MALDI1,1,0.24047992625653894,0.1,global_target_like_pruning
8205cae4-28f4-4103-be07-f129a5fedc71_MALDI1,0,0.23690276624825518,0.1,global_target_like_pruning
5a204f88-8ca3-48a6-8fdb-22a7770642c5,0,0.2334229405370981,0.1,global_target_like_pruning
56aa5929-2490-4b53-ae9d-839f0c37e46b_MALDI1,1,0.23308725808869696,0.1,global_target_like_pruning
e4312d37-d5b4-4e1d-969d-2ade8ebbb83e_MALDI1,1,0.23229689811070758,0.1,global_target_like_pruning
7e5d3966-17aa-4f80-aa22-bde25a511695_MALDI2,0,0.23036086799462704,0.1,global_target_like_pruning
6d2b63a0-8b09-4f57-a58c-743ed7187f80_MALDI2,0,0.223183918487541,0.1,global_target_like_pruning
9c462c11-0d50-4a35-bcb1-759dc5e7dd46_MALDI1,0,0.22000281949586803,0.1,global_target_like_pruning
766e370e-8cba-4e74-8441-90fa6f71d68b_MALDI1,0,0.21750381220845857,0.1,global_target_like_pruning
c5c517c5-c59c-48e7-959c-2e8664e8d3d6_MALDI2,1,0.21666377062744696,0.1,global_target_like_pruning
43487090-cb88-4e72-a82a-2fd1e5c6e50f_MALDI1,0,0.20640942066770923,0.1,global_target_like_pruning
f918fb28-5137-4b65-b770-a44f3046bfa5,0,0.2056613106910927,0.1,global_target_like_pruning
c407f2ec-12a4-446d-bcf8-f43022d93b7e_MALDI1,0,0.19240381640865697,0.1,global_target_like_pruning
1d102710-985f-4b21-acd0-16c460d531f8_MALDI1,1,0.1921013013711756,0.1,global_target_like_pruning
fa42625e-c341-4a56-b4b7-8584765ab0d0,1,0.1899159284449589,0.1,global_target_like_pruning
99464f8c-ae57-474d-802a-85b183e4ec4c_MALDI1,0,0.18343369734235468,0.1,global_target_like_pruning
578c0e91-8e7d-4494-a7ed-aed00218016d_MALDI1,1,0.18291460938432952,0.1,global_target_like_pruning
7bb02b80-297d-4063-96e0-a83fbed04547,0,0.1735854192910834,0.1,global_target_like_pruning
ed313a33-f5b1-4fed-bb3d-51fd75068bc9_MALDI2,1,0.17219224384255472,0.1,global_target_like_pruning
8304e302-0f4a-4fee-a473-ff31f6073ee2,0,0.17184005907410516,0.1,global_target_like_pruning
030cb584-ad40-4de6-aa12-b2ad4c43d1af_MALDI2,0,0.17172273140584518,0.1,global_target_like_pruning
6e18f3c8-ef02-4c79-a6ee-4f8ec2f87420_MALDI2,1,0.1710743387865555,0.1,global_target_like_pruning
3512b529-5946-44e5-ac5a-f1aa9cee3702_MALDI1,0,0.1677505419233661,0.1,global_target_like_pruning
81bde16b-a241-4883-8d73-c7bcfc5e4a1d_MALDI1,0,0.16614511513435268,0.1,global_target_like_pruning
29cc2c93-3157-4493-86bd-8f7d4b7a28d0_MALDI2,0,0.16475312328979985,0.1,global_target_like_pruning
35cfb21c-a9ec-47f5-a9d6-8ca7bd271ab8_MALDI2,0,0.16166261000732246,0.1,global_target_like_pruning
1b35d993-c75d-4364-ac15-bffd3b2c5975_MALDI1,0,0.15810371942097542,0.1,global_target_like_pruning
4558c2f3-e03b-4f4d-b6e1-fcd4cb7f9c46_MALDI1,1,0.1569127874919251,0.1,global_target_like_pruning
2d5d7c3e-9383-4412-b637-a908701bfc83_MALDI1,0,0.15566884227980493,0.1,global_target_like_pruning
93265568-3373-4aea-bb2c-0d53079dc701_MALDI2,0,0.15283081094252216,0.1,global_target_like_pruning
403b35fe-e144-41d8-9197-0958053b9ee8_MALDI1,0,0.15055603314199223,0.1,global_target_like_pruning
c041e9b5-b6c5-412b-b115-249b35695c7f_MALDI1,0,0.1461180643690532,0.1,global_target_like_pruning
c863b2b6-ab96-4aaf-8dad-442b404b9bb4_MALDI2,0,0.14525371671043621,0.1,global_target_like_pruning
b669105d-0703-48ef-8b67-ebaed8d6b8ce_MALDI2,1,0.1433682363356725,0.1,global_target_like_pruning
d17d4035-68a5-4524-9706-d6ba3ae0c31c_MALDI2,0,0.1432795006793319,0.1,global_target_like_pruning
77f282a2-885f-4cd8-a970-35220a5ba30e_MALDI1,0,0.14232238941203235,0.1,global_target_like_pruning
6b3f5639-a39b-49df-ad00-0c3c52a4f8e7_MALDI1,1,0.14170606516663248,0.1,global_target_like_pruning
9f6b2182-bc55-46d6-a563-8d71130b0729_MALDI2,0,0.1396341710089771,0.1,global_target_like_pruning
8f228f38-3e2c-4cab-a245-77fb1108bef0_MALDI1,0,0.1363607987787943,0.1,global_target_like_pruning
753e514e-345a-44e8-980f-181bdd09971b_MALDI1,0,0.13489867139114564,0.1,global_target_like_pruning
1ce00544-4046-4a48-bbb3-8605257a82fb,0,0.13004645246102006,0.1,global_target_like_pruning
379463df-4cc2-47cb-b0b4-d829e1a92dfc_MALDI2,0,0.12821518383369976,0.1,global_target_like_pruning
839df998-12d9-4dde-917b-c71442f52303_MALDI1,0,0.12615723036627327,0.1,global_target_like_pruning
a127608e-6f4a-4335-b833-82229d7e9f80_MALDI1,0,0.1258933194783827,0.1,global_target_like_pruning
c0628a3f-a4ad-40fa-852c-ff07f9ec396c_MALDI1,0,0.12575073619046706,0.1,global_target_like_pruning
dcbcca2f-bbde-4db2-9ab8-aa83b9ed0bf3_MALDI1,0,0.1253985359101334,0.1,global_target_like_pruning
0438d105-c5fc-4542-b567-72b18a1f14fb_MALDI1,0,0.12501268036705387,0.1,global_target_like_pruning
6b9b6f30-fd48-491f-bf42-08ada1de3c24_MALDI1,0,0.1228603444737193,0.1,global_target_like_pruning
b2333789-16ce-4a2d-bc28-add39cbb260f_MALDI1,0,0.12278199995056081,0.1,global_target_like_pruning
87d7af4d-4aa2-4e54-8187-b68163c18023_MALDI1,0,0.12077536684773926,0.1,global_target_like_pruning
d3f6b070-9cc3-4ae1-95e2-814a20fb702c_MALDI2,0,0.12059226412105101,0.1,global_target_like_pruning
13f83ccc-3c90-4582-88e5-17dbf5762e36_MALDI2,1,0.11914182068561821,0.1,global_target_like_pruning
f7b6c938-4182-429d-a500-3bfe3a695e9d_MALDI2,0,0.11913780613020625,0.1,global_target_like_pruning
48970c73-8d69-468f-ad3b-4d20ff5a921f_MALDI2,0,0.11634453084362249,0.1,global_target_like_pruning
ef491b6a-ff6c-4bcd-9e0f-8012a62146ba_MALDI2,1,0.11558206839778538,0.1,global_target_like_pruning
e11a1702-72ea-4940-8e89-c6763f51a6f3,1,0.11539781666888882,0.1,global_target_like_pruning
be2ad66d-d6db-4830-95ce-4a34c332a198,0,0.11308965278940848,0.1,global_target_like_pruning
a75913d3-f7bc-437d-beaa-bc904181adfb_MALDI2,1,0.1130410454066888,0.1,global_target_like_pruning
fbcba9cb-6228-43ba-bec2-5c3d25d5c4ff_MALDI2,0,0.11245140015195268,0.1,global_target_like_pruning
5f5fa96a-64ba-49d5-978e-73088d84249b_MALDI1,0,0.1116743175838937,0.1,global_target_like_pruning
36084718-a618-4724-a4fa-c2b86ffdcac1_MALDI1,0,0.11107013980225466,0.1,global_target_like_pruning
b631b86c-681e-4418-a293-286724df004d_MALDI2,1,0.10953742949371022,0.1,global_target_like_pruning
da693636-f104-4e10-939f-19ff1f8d1498_MALDI1,0,0.10836807916731672,0.1,global_target_like_pruning
10dd1efb-8709-4c3c-ad8a-1fd2978cde0a,0,0.10803420616114465,0.1,global_target_like_pruning
d371dde0-3356-4e02-b943-b90b0340f2aa,0,0.10793140535211207,0.1,global_target_like_pruning
3da1f536-837b-4abb-ab7c-d3d07416d470_MALDI2,0,0.1066753368176641,0.1,global_target_like_pruning
82b4b1a3-1deb-47bc-8cd4-8563baef1866,0,0.10645239113083056,0.1,global_target_like_pruning
7f076cc4-1366-459a-a71b-d1fd4761d3f1_MALDI2,1,0.10449226645004636,0.1,global_target_like_pruning
ebdc9f69-0498-40f3-a2b6-f9ea3e30a1ca_MALDI1,0,0.10438535076954986,0.1,global_target_like_pruning
8875dce0-1ebf-48a0-b137-f590ae0de47c_MALDI2,0,0.10430525738903791,0.1,global_target_like_pruning
1f49722e-ce46-4422-b257-d96d88d36e56_MALDI2,0,0.10429601402859899,0.1,global_target_like_pruning
8768eb1d-1558-4751-9640-d3935bf167eb_MALDI2,0,0.10289291046095807,0.1,global_target_like_pruning
03cf4dcb-93a7-4cd9-8fb6-3a9acc20b56e_MALDI1,0,0.10205882779104936,0.1,global_target_like_pruning
8190de6a-c31d-43d7-8101-2f00350deeca_MALDI2,0,0.10055489329003413,0.1,global_target_like_pruning
495f615d-75a6-44a9-b51e-0335e55b5199_MALDI2,1,0.10048547099312204,0.1,global_target_like_pruning
5b57f138-1a06-4af1-a615-1f7e3f3d52d0_MALDI2,0,0.10007716177752601,0.1,global_target_like_pruning
8d4f9fed-18be-44bb-9659-e00244b98598_MALDI1,0,0.09985731424577918,0.1,global_target_like_pruning
eb721b6e-3c4f-423e-a1f6-2cc9784fbcdb,0,0.09879044842225472,0.1,global_target_like_pruning
0acaeb17-dae7-40be-9d6c-c8b532bee8b1_MALDI2,0,0.09827713585083013,0.1,global_target_like_pruning
2fa4bf60-84af-45c7-940d-7ff6b2cabe94_MALDI1,0,0.09688684723978938,0.1,global_target_like_pruning
5f812f4e-9bd5-45c2-ab71-716bee963e3a_MALDI1,0,0.09494273869597478,0.1,global_target_like_pruning
fc0fe6f9-d63a-4b5a-ac29-68cd8fdbc432_MALDI2,0,0.09298048979409888,0.1,global_target_like_pruning
e4ffc7db-50f0-4691-9309-58e87379e184_MALDI1,1,0.09209367629742099,0.1,global_target_like_pruning
6f4b5384-51b3-4ff0-887b-d6119ed5e19f_MALDI1,0,0.09158763594037338,0.1,global_target_like_pruning
ad5a1dad-e459-40a7-815a-af4f1d3ee7af_MALDI2,1,0.09140174736882715,0.1,global_target_like_pruning
1f90844f-b48a-4e84-8155-800988e283ed_MALDI1,1,0.09120097094010227,0.1,global_target_like_pruning
f1b21eeb-fb44-4b9c-bd46-e33d09c3d130_MALDI2,1,0.0911864438191606,0.1,global_target_like_pruning
7cffd85b-2efb-49ee-b91e-df8d52ed4ca0,0,0.08939250952686126,0.1,global_target_like_pruning
4db4ddad-aa80-4d67-8394-de5d542a1e22,0,0.08787188783944064,0.1,global_target_like_pruning
2513974f-005e-4dc0-8870-99dc8f6dd384_MALDI1,0,0.08782134459207344,0.1,global_target_like_pruning
cc04ff1b-85bc-4a81-9495-e217221c39c8_MALDI2,0,0.08721036684275535,0.1,global_target_like_pruning
4f052d55-2ba5-49c7-8a67-21f7f8640003_MALDI1,0,0.0867566174182636,0.1,global_target_like_pruning
6d0df440-8a4c-4bb6-bba4-67a57aeb6882_MALDI2,0,0.08594292993605125,0.1,global_target_like_pruning
3996550a-fa41-42ff-ad03-59520a545427,0,0.08572127253768656,0.1,global_target_like_pruning
6e9498b4-8725-4f59-9a2f-740641360e05_MALDI1,0,0.08440146132420066,0.1,global_target_like_pruning
522fa998-b222-4589-a1de-682f94a5008d_MALDI1,0,0.08306892662675314,0.1,global_target_like_pruning
0268025e-18cf-4115-8a47-8ff5a97f105c_MALDI1,0,0.08216598929395376,0.1,global_target_like_pruning
13ecd0dc-7c5b-441f-8802-e68cb7195c5b_MALDI1,0,0.08194437174205399,0.1,global_target_like_pruning
0ab56520-919b-406d-a2bc-9a4a64a1c749_MALDI1,1,0.08187718232018268,0.1,global_target_like_pruning
9272e869-c6e9-418e-b896-75a9ce7ddbcd_MALDI1,0,0.08117420145518237,0.1,global_target_like_pruning
5ac60144-a12d-49a3-a2dd-533059228275,0,0.08078579743740981,0.1,global_target_like_pruning
d0cc55dd-9307-48cd-ac47-8ff4a5103fca,1,0.08039728811532941,0.1,global_target_like_pruning
f572c0c0-92fb-46d7-a708-76a98db4315f,0,0.07909320444186715,0.1,global_target_like_pruning
ec151b71-c0d1-456f-9446-1d8fc6efb40b_MALDI1,0,0.07819229463300562,0.1,global_target_like_pruning
0fe2e4aa-d8ff-411a-8a6d-c79774194aec_MALDI2,0,0.07795801010384439,0.1,global_target_like_pruning
a7f8e70c-755d-4876-9c47-2c2989d3614e_MALDI2,0,0.07794152054320806,0.1,global_target_like_pruning
d5962509-e2c8-460b-bdd3-f35e99aa5135_MALDI1,1,0.07746395799127863,0.1,global_target_like_pruning
f53d972a-2edf-4217-8bd6-a3742f3cf21b_MALDI1,1,0.07577595920788076,0.1,global_target_like_pruning
72f04ba9-bac7-416f-af8e-f8bb7fb6efd7,0,0.07539529341387521,0.1,global_target_like_pruning
356e5136-423c-4aa1-9c52-76056f1b31a1_MALDI1,0,0.0738712714944335,0.1,global_target_like_pruning
aa542947-da28-4fb5-951c-ee5a0956c07b_MALDI1,0,0.07348239925551678,0.1,global_target_like_pruning
0ebcc200-5590-4a10-8e3d-05024f8a83bd_MALDI2,0,0.07326048251822419,0.1,global_target_like_pruning
d96ecb02-b023-401e-973d-aa3c2e09f140,0,0.07309184947637412,0.1,global_target_like_pruning
e9578957-76e8-4442-94f5-8df1df25c16a_MALDI1,0,0.07284107296251655,0.1,global_target_like_pruning
bdc5db76-8deb-4017-bfea-899ef8af2e85_MALDI1,0,0.07201656604338989,0.1,global_target_like_pruning
7f6c750c-b746-4b83-b2a0-aad76f8465b3_MALDI2,0,0.0720121672356675,0.1,global_target_like_pruning
e04c1607-1d6a-4049-ab75-ca0d7e80bc05_MALDI2,0,0.06964863835168555,0.1,global_target_like_pruning
480f8d33-93a2-4766-a812-72a92c9e9e9b_MALDI1,0,0.0695905122245447,0.1,global_target_like_pruning
a29bb63f-3e3a-43c5-a092-1d2cc2ef222e_MALDI1,0,0.06944375055386842,0.1,global_target_like_pruning
75453a65-b1b8-44a4-8854-9959b00432af_MALDI1,1,0.0691455878593723,0.1,global_target_like_pruning
0203f065-178e-48b7-b14b-fa67c905728f_MALDI1,0,0.06826277123728239,0.1,global_target_like_pruning
7af3d2ea-771f-4ee7-91fd-cc58de878015_MALDI1,0,0.0682505887440903,0.1,global_target_like_pruning
1f778e69-dcf7-4735-9674-7fbde6024771_MALDI2,0,0.06809895860129095,0.1,global_target_like_pruning
6024e2ca-6822-4a71-8e13-7e4f2adb586c_MALDI1,0,0.06687702425442421,0.1,global_target_like_pruning
5ef7482b-d70d-46c9-86e2-6a199a159761_MALDI1,0,0.06676435600806997,0.1,global_target_like_pruning
54e386da-5dbc-4ae1-bed6-43e25731f995_MALDI1,0,0.06641443756885979,0.1,global_target_like_pruning
1401a634-101e-406f-bf09-bad266311025_MALDI1,0,0.06545989481916284,0.1,global_target_like_pruning
0166742d-8922-4a4f-a8b5-9c45e8c5cc07_MALDI1,1,0.0653315646453692,0.1,global_target_like_pruning
86cbc7f8-ada1-4d9f-9045-ba4a83c04dc3,1,0.06531756097106842,0.1,global_target_like_pruning
19ee98d8-eaf9-4938-b89d-f4f5ab1fc61e_MALDI1,1,0.06452321192542247,0.1,global_target_like_pruning
83f8ebad-08c2-47bf-8ad6-3f0a0a301208_MALDI1,0,0.06334345520717279,0.1,global_target_like_pruning
5ab66a07-eeef-42aa-833c-77f3c14458b0_MALDI1,0,0.06277272261500265,0.1,global_target_like_pruning
0220086a-294e-40bf-af9c-06fe9b4e94bf_MALDI1,1,0.0623990180157571,0.1,global_target_like_pruning
55c1a40e-abee-4161-9cb3-dba01f58f830_MALDI1,0,0.062099621845890206,0.1,global_target_like_pruning
acec28a6-90b4-4eb7-8e0f-59cf8c89d048_MALDI1,0,0.06197652735941717,0.1,global_target_like_pruning
e6866318-a0a6-4c51-9988-acd39242ba9f_MALDI1,0,0.06057697353520048,0.1,global_target_like_pruning
5e039742-d3c4-45e8-8695-b82eb18cfb38_MALDI1,0,0.06050327917142567,0.1,global_target_like_pruning
432a27f6-f00d-481c-a344-69fa83b250dd_MALDI2,0,0.06019242404953193,0.1,global_target_like_pruning
c388ff9e-f4e2-43de-ac16-246bf9d4fb09,0,0.060058726346365096,0.1,global_target_like_pruning
756050b8-dd40-46b8-98a2-a268a457ade4_MALDI2,0,0.060056410618179505,0.1,global_target_like_pruning
46cf8b29-7833-4067-b8e1-5a2a0d411f88_MALDI1,0,0.05935496657531201,0.1,global_target_like_pruning
59fd082d-1969-4243-af74-e242b88e5645_MALDI1,0,0.05890076924109979,0.1,global_target_like_pruning
10b04fa5-1a85-40fe-8c3c-978a4464f162_MALDI1,0,0.05883667488896063,0.1,global_target_like_pruning
32367ade-6970-42f9-a518-132099279dbe_MALDI1,1,0.058617515466073286,0.1,global_target_like_pruning
2e8679ba-2f5b-4410-9d0e-23cd7e1ada47_MALDI1,0,0.05851898489017491,0.1,global_target_like_pruning
d71a3558-60eb-47a2-92e3-f0c99754c0b0_MALDI1,0,0.05851173438744093,0.1,global_target_like_pruning
e303432e-1244-47df-a677-a0e609e373e0_MALDI1,0,0.058276986926945544,0.1,global_target_like_pruning
0a971d4a-6469-4c21-afb3-adccc7472d5b_MALDI1,1,0.05789774809307304,0.1,global_target_like_pruning
5741b2ea-3b75-435d-b101-0ecebd96b42f,0,0.057548516916112014,0.1,global_target_like_pruning
837a8848-f31f-405f-bec6-bf5e03cd93ea_MALDI1,0,0.05747755957150025,0.1,global_target_like_pruning
20b54d99-88d2-4034-a8ab-c61990ab4603_MALDI1,0,0.056820962348347805,0.1,global_target_like_pruning
804027da-c7a3-4278-8ba0-89a4c5f1fc4d_MALDI1,0,0.05672506988061508,0.1,global_target_like_pruning
01e1de38-c857-4ad4-a79b-9f60dd193117_MALDI2,0,0.05637207075109403,0.1,global_target_like_pruning
8c979e77-8084-4e1f-a4b1-305becfba515_MALDI1,1,0.056101543027618925,0.1,global_target_like_pruning
03fd6d77-e688-4925-9be5-a4ee1e6f328b_MALDI1,0,0.05539699215608397,0.1,global_target_like_pruning
8ee8539c-32b2-445b-806b-08f644d23c04_MALDI1,0,0.05503618152883227,0.1,global_target_like_pruning
68cbe933-c60e-4e87-8287-f7eb3c79afc3,1,0.05501677544523807,0.1,global_target_like_pruning
38ce56eb-965a-48cd-a4de-eb8bd2fce369_MALDI1,0,0.05463387449500125,0.1,global_target_like_pruning
b040b3b6-2a8b-4cf1-942b-d3ce03840f32_MALDI1,1,0.054359455096054075,0.1,global_target_like_pruning
225a53c5-aa83-4a96-ae35-83f19badf6a5_MALDI1,0,0.054300369614920206,0.1,global_target_like_pruning
7800b899-7969-442a-985e-468ef5617136_MALDI2,0,0.05383721579267277,0.1,global_target_like_pruning
46345c97-dd05-4fda-9191-a28520ade5c5,0,0.052711498753616616,0.1,global_target_like_pruning
7fe60e98-b282-49f8-85d6-8ab5fd13d11e_MALDI2,0,0.05255766095651264,0.1,global_target_like_pruning
0505937d-e950-4e4b-b9f6-013973edc5b1_MALDI2,0,0.05227067899480072,0.1,global_target_like_pruning
b0051a0f-0fe3-4f06-b36d-b9ce510ee53b_MALDI1,0,0.0522088334222082,0.1,global_target_like_pruning
d5c98d71-297f-49fa-8840-d64cd7c6f8b8_MALDI2,0,0.052056658763789905,0.1,global_target_like_pruning
72e5724f-2a27-4c0c-9b45-4ec36ddf6c53,1,0.052044182242983704,0.1,global_target_like_pruning
8df55be9-fd6d-45f7-826c-5b4cca23653c_MALDI1,0,0.051969593791873825,0.1,global_target_like_pruning
31b59b9f-9100-4595-83a0-348d78b5458d_MALDI1,0,0.05177643776435047,0.1,global_target_like_pruning
9c23df8a-c749-43ef-8798-87512655a472_MALDI1,0,0.051569530868182015,0.1,global_target_like_pruning
eea77544-8338-4934-9c54-46128731005b,0,0.051443049323222474,0.1,global_target_like_pruning
b14e3173-a38c-49ad-b3af-b5135c152212_MALDI1,0,0.051324119380416894,0.1,global_target_like_pruning
31f63cff-c601-4683-9b28-99a26b259954_MALDI1,0,0.050582059238759594,0.1,global_target_like_pruning
