code,y,weight,pseudo_low,pseudo_high,clip
737c6f92-bce7-4a30-82a1-5de45f8e4e7e,0,0.0577407,0.1,0.9,2.0
7799a66f-50c2-4014-925f-ab6ed97179dc,1,1.0,0.1,0.9,2.0
7931b36c-1be8-41fd-8888-5584d70a5376,0,0.019326216,0.1,0.9,2.0
7b9a5134-02ba-4c57-810e-a559497b1845,0,0.007195099,0.1,0.9,2.0
8116892c-7663-4e41-ac12-372755b96b01,0,0.031831533,0.1,0.9,2.0
812335ff-9c4a-4c5d-99a6-27390e50fe0e,1,1.0,0.1,0.9,2.0
8d639d94-7d38-4f87-8cfa-d15c08544647,0,0.011349661,0.1,0.9,2.0
904ba99e-8f11-4def-aa8d-d309c60ffe69,0,0.06081503,0.1,0.9,2.0
90a50945-2fe8-44d1-9307-1c448831798f,0,0.015075205,0.1,0.9,2.0
9e886d98-b525-4341-9d4f-1f9b67e4b084,0,0.025452003,0.1,0.9,2.0
9ece301f-ad07-484a-8766-8faf550a277d,1,1.0,0.1,0.9,2.0
a2167137-4f68-4034-8376-dd25936ad094,0,0.022544079,0.1,0.9,2.0
a5aa5ab6-59cb-4dbf-a3bd-cc8ce2b57622,1,1.0,0.1,0.9,2.0
aab9b2dd-971c-4841-89c5-1df8a7c60300,0,0.07111717,0.1,0.9,2.0
ad798891-0939-49af-ba38-acf6ae186e8c,0,0.10856576,0.1,0.9,2.0
b97eae91-b0b5-40bb-81f6-40bd81b49ded,0,0.030930106,0.1,0.9,2.0
b9c729ad-d5bd-448c-8856-32135d985100,0,0.034785833,0.1,0.9,2.0
bf22d825-0a10-4b9b-ae23-799144d206db,0,0.04234298,0.1,0.9,2.0
c257176a-c454-4411-89c6-b8b67ebb3bc1,0,0.013521544,0.1,0.9,2.0
c40f132a-bb38-4b02-bde1-df155665f8d3,0,0.019764392,0.1,0.9,2.0
c9272606-a7b9-4ce9-a540-94ed9891addd,0,0.7528599,0.1,0.9,2.0
c9ac9718-bf80-4ea9-9cdf-ff208e682670,0,0.063782126,0.1,0.9,2.0
cc6ed366-c1a4-40d8-b703-2c11a6d8dcb3,0,0.029473532,0.1,0.9,2.0
ceb7593d-3fce-4bb0-a8d8-ec328822ed98,0,0.046044815,0.1,0.9,2.0
d1154b52-c698-4358-ba1e-803a74dcca85,0,0.035793513,0.1,0.9,2.0
d1b4b467-9d4e-4f19-a4c6-a80e4f9cc0bf,0,0.07995532,0.1,0.9,2.0
d278e547-7fe4-4800-ac67-cf339e0b1ed4,0,0.013586028,0.1,0.9,2.0
d2f0a027-49ae-4c14-8979-2d6ac96b6b2a,1,1.0,0.1,0.9,2.0
d3d7352e-e3b4-4bca-ba93-5f262d184641,0,0.029725516,0.1,0.9,2.0
d5bd8e2b-8fcb-4151-8856-c82390f5c4d2,0,0.29846773,0.1,0.9,2.0
daddd636-1c0e-4039-81b5-807fc4f73f60,0,0.065923244,0.1,0.9,2.0
dccbf860-fb3d-47bd-b696-5360b7388a14,0,4.9520044,0.1,0.9,2.0
e17be8c9-b941-43ae-885b-50fd8f73d5c8,1,1.0,0.1,0.9,2.0
e2944974-79cf-4457-b042-f56a42fb717c,1,1.0,0.1,0.9,2.0
e97bff65-c4cd-4084-8a4c-7043e88d6eae,0,0.17177613,0.1,0.9,2.0
ee38703c-83a0-48ea-88c6-a12f183b858a,0,0.057288397,0.1,0.9,2.0
f6b42fbd-39a9-42c3-9f1b-994978551c4c,0,0.019732865,0.1,0.9,2.0
f70be222-eadc-4858-b4d4-6812b2b0e925,1,1.0,0.1,0.9,2.0
f8a5b57b-4394-483b-b841-206558d12f48,0,0.009806163,0.1,0.9,2.0
f9d2938b-d604-4122-aa81-0be8fb759558,1,1.0,0.1,0.9,2.0
fe1b2336-de86-414c-98ea-4e492464fb20,0,0.01862783,0.1,0.9,2.0
000a2090-67fb-4556-8d34-3b758508be98,0,0.032690674,0.1,0.9,2.0
0057f21c-94f9-4f35-b8ff-969e187ef1f8,1,1.0,0.1,0.9,2.0
006b5b47-cfad-441e-8ffe-b5fc7d54453a,0,0.026207296,0.1,0.9,2.0
00b05126-2b76-4f1d-a7ca-377064762c7d,0,0.065464534,0.1,0.9,2.0
00e1de5d-7492-4cf6-afd0-0b3a920d6fd4,0,0.019421717,0.1,0.9,2.0
016a1cd1-4e65-4824-829d-997064f124bd,0,0.16540824,0.1,0.9,2.0
017e030d-b368-4939-9736-f72b8ac15843,0,0.107246645,0.1,0.9,2.0
02421046-d69e-4a5d-8aac-31c173c6d733,0,0.06984901,0.1,0.9,2.0
028189bb-7d8a-4461-9478-9e281ffd855d,0,0.44956967,0.1,0.9,2.0
02b00da7-10b8-4274-a03f-3c72ea2593e8,0,0.018747378,0.1,0.9,2.0
02c1f5ad-b5a7-48ab-a9d6-e95867d0c46c,0,0.046606205,0.1,0.9,2.0
02e73554-3b10-46b0-8b86-7ac4ee5f7902,1,1.0,0.1,0.9,2.0
04471ac7-98b2-4d32-8742-a1ca4987c301,1,1.0,0.1,0.9,2.0
04d86435-7323-4740-81f1-d2675f0cdcf2,0,0.08786128,0.1,0.9,2.0
056c1d17-0bd5-4e01-a6af-8db3855c386d,1,1.0,0.1,0.9,2.0
05981d73-231f-48eb-bc65-49b69037cd78,0,0.008783947,0.1,0.9,2.0
05a93e02-74eb-4c39-8b5b-3d9c54b8707a,0,0.046414748,0.1,0.9,2.0
05eb1da1-f4a4-4e29-b900-6485fef60010,1,1.0,0.1,0.9,2.0
05fa2573-b164-4edf-a853-0f5de4e8c936,0,0.096759036,0.1,0.9,2.0
06825752-3af3-4cba-b4e7-6040c08748e1,1,1.0,0.1,0.9,2.0
0695b3e8-754c-4c6c-b702-e66ef0e377e6,1,1.0,0.1,0.9,2.0
06c09947-ac59-4547-9603-14b23860bb0c,0,0.0101059545,0.1,0.9,2.0
07223f71-9554-4071-9627-faa2d8eaf6b0,0,1.2679396,0.1,0.9,2.0
07296253-c7a6-47bf-9d19-da5b3f0264cf,0,0.023921605,0.1,0.9,2.0
077ff6fb-789d-4286-9204-2d1b54843ebe,0,0.1759404,0.1,0.9,2.0
0786f1d1-24e1-402d-8ce4-5c21b871b800,1,1.0,0.1,0.9,2.0
0789b762-6d34-4ad7-8169-04e8f91b724e,0,0.015347615,0.1,0.9,2.0
0793f1d4-f464-4e51-8c7e-a60d8166cf3f,0,0.016271895,0.1,0.9,2.0
07adc445-026d-48b5-abac-c5287557b4dd,1,1.0,0.1,0.9,2.0
07b59590-1134-4ffd-9886-59ad8d5a417f,1,1.0,0.1,0.9,2.0
081e374d-889a-4f88-b298-6fa1501b5ce8,0,0.036160037,0.1,0.9,2.0
0834b1ad-352c-4845-8afd-fc0f94f34d69,1,1.0,0.1,0.9,2.0
08601f5d-7d14-4874-8e9e-9a40b9208ec0,0,0.018816836,0.1,0.9,2.0
08bec5e3-3f71-4a31-9934-83133bd995bf,0,0.017569132,0.1,0.9,2.0
08c3d5f9-bca2-4923-a12d-25eddf226c89,0,0.039525,0.1,0.9,2.0
08dc2b96-2e4a-478a-883e-bc46f42886c6,0,22.533195,0.1,0.9,2.0
092af997-1f97-4c57-b2f4-67798b264e9c,0,0.1202854,0.1,0.9,2.0
09a1f63b-5084-4fbc-b5ea-c272c12f9fbf,0,0.021548776,0.1,0.9,2.0
09ac731e-7bca-45d6-8512-2663c4115cdf,0,0.014010241,0.1,0.9,2.0
09e259e6-a195-4cba-9721-f69b22e183a3,1,1.0,0.1,0.9,2.0
09e8858d-0104-46b6-bea8-d2e282026c33,0,0.018843127,0.1,0.9,2.0
0a053018-efb4-4413-9baf-9b1e80b1899f,0,0.07865297,0.1,0.9,2.0
0a5fd4b5-4bbf-4e2d-bc90-d9d62f9a4ebc,0,0.018171296,0.1,0.9,2.0
0a65472d-6804-4830-af8d-17f38ba2a8c6,0,0.81785715,0.1,0.9,2.0
0a87a417-2857-4f03-8794-320ffb7d7019,1,1.0,0.1,0.9,2.0
0a969df8-d606-4b3c-9848-f182248e40a4,0,20.648067,0.1,0.9,2.0
0af0930b-0ae5-485d-ae74-3ecac3f985bf,0,0.24670699,0.1,0.9,2.0
0b249599-a31d-4455-b003-928796183372,0,0.042135246,0.1,0.9,2.0
0ba0dca3-f892-48a6-b7d0-e19f0a853bcd,1,1.0,0.1,0.9,2.0
0be8660c-c411-4fd4-b5ee-19fca4161563,1,1.0,0.1,0.9,2.0
0bffe97f-7dc0-4e57-a2ad-41ffbee3ee55,1,1.0,0.1,0.9,2.0
0c66b2fb-5a60-4d40-b2c7-772387c4d35e,0,0.14792722,0.1,0.9,2.0
0cf8aec7-1aec-4b0b-a1ea-378c97b4bdd6,0,0.04042219,0.1,0.9,2.0
0d00cf96-8eea-4b29-8642-3fedcc436143,1,1.0,0.1,0.9,2.0
0d8c1c6b-4700-4824-a7aa-381d2c900752,0,0.24374853,0.1,0.9,2.0
0ddaa643-89d4-45b1-a112-3f8e15b8d8f5,0,0.15982525,0.1,0.9,2.0
0de10516-ed51-492b-8729-9e975ba35542,0,0.0070385784,0.1,0.9,2.0
0de6ca2d-8bf1-4950-9d8c-fa2c12f7bff5,0,0.05335729,0.1,0.9,2.0
0dee89d5-a541-4cd8-bce0-de124f565514,0,0.12209753,0.1,0.9,2.0
0e30a82f-0a3e-41bc-9f9d-4d16aee55fec,0,0.8275266,0.1,0.9,2.0
0e470a5b-8ac3-4037-b073-384b10f560f2,1,1.0,0.1,0.9,2.0
0e8e4f02-9116-4837-ab2f-aca35b403ed3,0,0.057468195,0.1,0.9,2.0
0ed93ed8-b38d-4205-82af-4eb78aaa341b,0,0.010739497,0.1,0.9,2.0
0f17bb3c-6d60-4705-8048-8d0fb96dd227,0,0.065573454,0.1,0.9,2.0
0f18ef2a-9ea2-4b88-8e9b-5977a47302a1,0,0.01607684,0.1,0.9,2.0
0f75ffe6-107a-4581-8ec1-75c08c19572f,0,0.030031877,0.1,0.9,2.0
0f7d4a4f-3359-4746-860f-d60d1ade7098,0,0.12463366,0.1,0.9,2.0
0f8c9329-1d14-47b4-a451-e6afa9980988,0,0.006955698,0.1,0.9,2.0
0fb7823c-2f24-4977-a08a-5c3a6c744bea,0,0.21544877,0.1,0.9,2.0
104c5997-416d-42b0-b1a7-6ea85fb81da6,1,1.0,0.1,0.9,2.0
104f289b-09b7-43b7-b6e2-a7d1175ef617,0,0.03656523,0.1,0.9,2.0
1068a6de-03ae-4563-9626-78b0ef4d83fa,0,0.051501933,0.1,0.9,2.0
109e88d9-615b-43a9-9d12-4ac433a7b579,0,0.009691242,0.1,0.9,2.0
10b0d78c-8dbd-4a5b-ac75-ce7876813eb6,0,0.08794796,0.1,0.9,2.0
10dd1efb-8709-4c3c-ad8a-1fd2978cde0a,0,22.450447,0.1,0.9,2.0
10f27684-5711-4a90-80e2-674768db1fbf,0,0.38452086,0.1,0.9,2.0
110b3993-142b-42a8-8bd1-9b3b5a8cd215,0,0.076514,0.1,0.9,2.0
111bea3f-f87e-4826-817c-17f1e68da170,0,0.10722931,0.1,0.9,2.0
116c613c-f8d7-43fb-88f0-96b44dcecdd0,0,0.2553399,0.1,0.9,2.0
1179b326-d724-4a9c-8bce-aff372bcf7f6,0,0.14258519,0.1,0.9,2.0
1240280a-200a-4ac5-accb-87cac2db7321,0,0.023400163,0.1,0.9,2.0
1257ac3f-fa6c-48da-9ecc-c9984c64cc87,1,1.0,0.1,0.9,2.0
126bcefd-a831-4396-ae0c-1522ddd6a4a6,0,0.029863302,0.1,0.9,2.0
127d5ce9-6b51-41ae-89a8-52b1aaaea44d,1,1.0,0.1,0.9,2.0
133121df-03cd-4c08-acd5-5442032ce147,1,1.0,0.1,0.9,2.0
135379ab-08dd-45ee-903b-3d74bce67c0d,0,0.15451127,0.1,0.9,2.0
135b90c4-bb04-4af4-b9a4-03aff4a7d74d,0,0.009960527,0.1,0.9,2.0
1370d103-7a8b-4dda-8324-e1850a8ee95d,0,0.01239609,0.1,0.9,2.0
1383f277-7102-4998-a6ee-66ee9684c18f,0,0.014515126,0.1,0.9,2.0
13d19090-a150-4619-8ea8-f086215f1fc3,1,1.0,0.1,0.9,2.0
13ddc371-6793-488d-a2d5-c8d2ab0bc9d5,1,1.0,0.1,0.9,2.0
144ee922-b32c-40f3-b4ba-49da266d4717,0,0.008188285,0.1,0.9,2.0
14685644-5947-44ad-b3f4-06dda143cc92,0,0.14847411,0.1,0.9,2.0
14a576da-4022-4fab-b398-8527a5378307,1,1.0,0.1,0.9,2.0
14dc5f44-fac6-4709-b2ae-8cc39a495c52,0,0.07848456,0.1,0.9,2.0
153d51f7-fbda-4b95-9c8f-db7f7280f363,0,0.02367736,0.1,0.9,2.0
156142c5-37fd-43ce-a1d6-d6c42770b529,1,1.0,0.1,0.9,2.0
159cd303-b1db-4e29-8f52-b1960d1c1fe0,1,1.0,0.1,0.9,2.0
15b73dee-5583-4ade-92eb-862ca38ce879,1,1.0,0.1,0.9,2.0
15ba0bee-15be-42af-9a14-2c2102a82b17,0,2.0050876,0.1,0.9,2.0
15deba83-0d1d-42f1-8c20-2a509c0516ca,0,0.06821761,0.1,0.9,2.0
161b9503-8737-409c-9585-9d89ba1d02cc,0,0.1476734,0.1,0.9,2.0
1633ab6d-5239-4542-a1c3-8ff5ac3003a8,1,1.0,0.1,0.9,2.0
164eba95-ea01-41ba-bd31-0d71dab8bb3d,0,0.045241237,0.1,0.9,2.0
165c4609-3169-457a-9dd8-2f4218ac9d59,0,0.021309135,0.1,0.9,2.0
1696429f-07f4-4b67-91aa-adebf93f0fc2,0,0.055197537,0.1,0.9,2.0
16d46692-8f0f-45d3-935b-26a3ecf93215,0,0.023713527,0.1,0.9,2.0
16ef81d7-e3ff-4d40-8752-26a1b419f949,1,1.0,0.1,0.9,2.0
17061061-27a1-402e-a5aa-13bf9379f4e9,0,0.21884507,0.1,0.9,2.0
1785df3f-e69e-4ebd-879d-2911a9c855e4,1,1.0,0.1,0.9,2.0
1847fc5d-db9b-4fc1-b04e-9279d06d03d0,0,0.5595837,0.1,0.9,2.0
184a3461-cd8a-40c2-b39a-c0c3b25a164e,0,0.034421727,0.1,0.9,2.0
185aaed8-c356-453d-aed6-6cee95fb9195,1,1.0,0.1,0.9,2.0
18631e74-2eda-4e78-bf71-996f768fa554,1,1.0,0.1,0.9,2.0
1902bd7d-4d75-416c-b8df-93f6a9e286da,0,0.016101763,0.1,0.9,2.0
19251d4e-4f1e-4acb-bbf4-70b255d5cf95,0,0.33251703,0.1,0.9,2.0
193955fb-1330-4b10-a38e-29fe202849a1,0,0.08403991,0.1,0.9,2.0
19811a1d-e2f0-4ca8-99ca-c170e84e6db7,0,0.030332716,0.1,0.9,2.0
19863185-c6e2-46c0-959a-3ed4ba2d6b02,1,1.0,0.1,0.9,2.0
19cc53a0-544c-457a-8c7c-ae78e8cdaddb,1,1.0,0.1,0.9,2.0
19f3c311-5440-403e-bba7-c32b3704a946,0,0.06889669,0.1,0.9,2.0
1a1a8038-dc96-4b71-88e7-be73e5bb1432,0,0.26417047,0.1,0.9,2.0
1a363221-322e-4781-a41e-d5670ebeb075,0,0.0639788,0.1,0.9,2.0
1a62267b-318a-4aca-90ea-dd7aa256fcff,0,1.2902484,0.1,0.9,2.0
1a8138a6-195c-4255-a572-2a5bcca368d4,0,0.15885569,0.1,0.9,2.0
1aa2d2a3-4d91-49ef-b642-c9049ae62c4b,1,1.0,0.1,0.9,2.0
1ab31bd5-c932-47ef-ac03-08ce606764a6,0,1.9346075,0.1,0.9,2.0
1b49d565-c948-4fea-88ce-c542a1ebc43c,0,0.20956917,0.1,0.9,2.0
1b54cdc8-626e-4718-a767-fe168292d090,0,4.1723213,0.1,0.9,2.0
1b6be42b-ee1c-4dfb-a647-c57c9f497062,0,0.0121637955,0.1,0.9,2.0
1bb980ba-a06f-432b-a06f-338d57739ff5,0,0.023524083,0.1,0.9,2.0
1bfac6a8-8c07-4501-b72b-48e5d5748b47,0,0.060265955,0.1,0.9,2.0
1c32872c-ea6d-4a40-a01b-73c6a347d29d,0,0.06692492,0.1,0.9,2.0
1c389a3a-73c4-4c66-b1ac-7e77399c8d7a,0,0.09145744,0.1,0.9,2.0
1c3d136d-08eb-4e5b-8cde-9bb1b3b303dc,0,0.009498751,0.1,0.9,2.0
1c6d8f4d-ad19-4caa-9c06-dd7a4c54a9ef,0,3.9368339,0.1,0.9,2.0
1c972796-60af-4424-aeca-555c08ad46df,0,0.037829693,0.1,0.9,2.0
1cd78a41-4d45-4abf-b62c-1d96bb9566f1,0,0.36434844,0.1,0.9,2.0
1ce00544-4046-4a48-bbb3-8605257a82fb,0,1.9267362,0.1,0.9,2.0
1cf723d4-f8d0-4929-9c73-83e8aa8490a1,0,0.019676583,0.1,0.9,2.0
1cff40f4-b574-4878-a1c7-0b2a59ac2553,0,0.36124605,0.1,0.9,2.0
1d0d2b38-4bf6-4d01-9f17-638a7a3b7320,0,0.040576693,0.1,0.9,2.0
1d2cda87-5e28-49c1-94a5-6b894befb762,0,0.064366095,0.1,0.9,2.0
1d4d5420-3b73-411a-992c-dcb2ee050d45,0,0.009725698,0.1,0.9,2.0
1d4ed622-8032-401e-9690-c5fdc4af9fc5,0,0.015140573,0.1,0.9,2.0
1de8fae4-fecf-4171-9b39-8967f6b1519c,0,1.6448617,0.1,0.9,2.0
1e7d27e3-444a-4ca6-8a44-8915b218d7ea,1,1.0,0.1,0.9,2.0
1e837b71-cf38-44f2-b26c-8751f247cfa8,0,0.010548709,0.1,0.9,2.0
1eb13149-1f20-426a-af37-d291ea10174c,0,0.04368305,0.1,0.9,2.0
1ec1b494-7697-49a1-a162-2af41ec82e5e,0,0.12376723,0.1,0.9,2.0
1f15b2d6-2bac-47e1-a8e7-0931603e3656,0,1.4725649,0.1,0.9,2.0
1f15d699-612e-458c-8304-443db5405453,1,1.0,0.1,0.9,2.0
1f38384b-1e8b-44bd-865a-ef4e0adaf327,0,0.05188266,0.1,0.9,2.0
1f454928-f60f-4b5c-a15a-e330e055f369,0,0.036264695,0.1,0.9,2.0
1faaf03b-79e4-46c3-8581-aecb24b757db,0,0.009369992,0.1,0.9,2.0
1fd1c55e-0fd6-4641-9601-b8023e270a4c,1,1.0,0.1,0.9,2.0
1ff738e8-199a-41b5-9609-ca1692492617,1,1.0,0.1,0.9,2.0
2007f659-90cf-4b1e-a1bf-592b292a87eb,0,0.05554056,0.1,0.9,2.0
202d3b67-3f0d-47a1-9fed-4351a66a0751,0,0.4256674,0.1,0.9,2.0
2039fee1-bb28-4a8c-80e8-5a037a19f220,0,0.08232784,0.1,0.9,2.0
204a89de-b03c-400d-a682-a677df423d22,1,1.0,0.1,0.9,2.0
20cade06-c28b-4fb1-87d0-4fb0269c7fad,1,1.0,0.1,0.9,2.0
20d57634-3807-43b4-bf9b-7a0179ab4853,0,0.42638275,0.1,0.9,2.0
2121243a-fd39-4d1d-952d-f1d628f53857,0,0.047738887,0.1,0.9,2.0
2167ab71-fc63-4973-a4a1-f2b2f66b30f0,1,1.0,0.1,0.9,2.0
2186eda0-3441-4e51-ab18-d95a3c7f4655,0,0.017182617,0.1,0.9,2.0
218e3008-8c1d-41b2-b815-dc1b10da32de,0,0.6717948,0.1,0.9,2.0
221930a9-3930-436a-9d4e-d261343aa5c3,0,0.034710806,0.1,0.9,2.0
2234c231-d2cf-4073-9388-913739ef87f9,0,0.018791767,0.1,0.9,2.0
224f0283-8e09-48f5-ad05-d44d41dc2cb6,0,0.08395792,0.1,0.9,2.0
22ba2fab-8f08-41ca-995c-cc248550f566,1,1.0,0.1,0.9,2.0
22c71794-b617-43ea-a135-df907f6d2231,0,0.013248028,0.1,0.9,2.0
235269c9-0aa5-4261-bb09-a264ed780a41,0,0.10155924,0.1,0.9,2.0
23a6de26-b60d-4b76-a59a-635e2ca7e8da,0,4.4740615,0.1,0.9,2.0
23bbf517-32d5-4108-aa56-c7eea098e4c6,0,0.5447998,0.1,0.9,2.0
23c752fb-731e-47cd-9874-8181829befc0,0,0.37260723,0.1,0.9,2.0
244947df-c293-4ae8-8a63-90b9302f4b3d,1,1.0,0.1,0.9,2.0
246bd25c-f192-4d42-b26b-56ca65298b3a,1,1.0,0.1,0.9,2.0
248ebd4a-2617-4078-b412-585dc3c9c4e4,0,0.019864218,0.1,0.9,2.0
24c6888a-2394-480f-97f2-ee30f3c0e67a,0,0.019874426,0.1,0.9,2.0
24ecf258-39ec-462b-855d-24616bb928c3,0,0.045193836,0.1,0.9,2.0
24f826a7-2412-4057-98ad-7133b4997534,1,1.0,0.1,0.9,2.0
252487d1-7bd1-4e02-9343-85fcefc06732,1,1.0,0.1,0.9,2.0
2543c85c-5a9b-4be3-af8e-3f9790943f38,0,0.044146538,0.1,0.9,2.0
25acf86e-c65d-4c64-b445-5222ff0d33c4,1,1.0,0.1,0.9,2.0
25e2366d-941d-4564-998d-139967a10ae2,0,0.069944285,0.1,0.9,2.0
2621e5ff-16ff-4d53-ae3f-97f087917783,0,0.13823727,0.1,0.9,2.0
2662ac78-1a7f-4d3e-a347-5abf89b4da8e,1,1.0,0.1,0.9,2.0
26667b76-af08-43aa-8b77-aedb3305eaac,0,7.88776,0.1,0.9,2.0
2670d3b3-bf49-471d-b73a-3d2d8e03e7a4,0,0.018893776,0.1,0.9,2.0
2694bfef-6b69-452a-b46a-d17d4ebbfe3b,1,1.0,0.1,0.9,2.0
26b477b4-ac61-4079-9d42-09b59314d5e8,0,0.029529678,0.1,0.9,2.0
2769e847-40a6-4a0e-8986-cc82392b808e,0,0.0099395625,0.1,0.9,2.0
2787deb5-4b41-4651-8957-927a7fc9ffcc,0,0.09660981,0.1,0.9,2.0
2801bffe-79e0-4650-a748-8e5c01763b12,0,0.08949915,0.1,0.9,2.0
28e896a9-b4d5-406f-84fb-9e506df2da97,0,0.0577394,0.1,0.9,2.0
2970cf63-a00a-46bd-922b-80919de60b53,0,0.07942988,0.1,0.9,2.0
297d8d58-3ac1-4de2-a912-25287b111c2b,0,0.009453494,0.1,0.9,2.0
298ab955-b491-45eb-bc05-ca9661f7a2c5,0,0.015710704,0.1,0.9,2.0
2a18329d-98fa-4c3d-bd28-d493ef748c26,1,1.0,0.1,0.9,2.0
2a7cacad-32a5-47ae-abe0-d227392c7c3d,0,1.0963773,0.1,0.9,2.0
2b1e3f18-7aae-4550-9686-a60eaac5c964,0,0.055698816,0.1,0.9,2.0
2b4f242b-5ec9-4d79-a826-cb53288180cf,0,0.013064082,0.1,0.9,2.0
2b57c556-8618-46e1-98b2-ad15c8deb902,0,0.03372671,0.1,0.9,2.0
2b622b60-cfcd-461b-a9bb-de3018583f02,0,0.0123405205,0.1,0.9,2.0
2c296a99-5828-4417-89c7-004ac4748034,0,0.058724895,0.1,0.9,2.0
2c5572c9-752a-451f-bae1-aa3f670e9919,0,0.12856889,0.1,0.9,2.0
2cd35962-81d3-4fd5-b631-9c4d03c50f97,0,0.024126364,0.1,0.9,2.0
2cd5cf17-c5d9-473f-a64c-5641b4947536,1,1.0,0.1,0.9,2.0
2d594413-71af-469f-af2d-fd8718ab0952,1,1.0,0.1,0.9,2.0
2d5b3de0-ef9f-4b69-807c-112fef177ebb,0,0.015943091,0.1,0.9,2.0
2d681785-5dd1-4dc1-aec9-2dbc8a346778,1,1.0,0.1,0.9,2.0
2dcd1702-48f8-480b-8691-28418e927858,1,1.0,0.1,0.9,2.0
2dfc5ee2-6498-4530-b28a-405d29377c3f,0,0.15696183,0.1,0.9,2.0
2e4812a6-be25-4bba-9a9c-25112ae03b3d,1,1.0,0.1,0.9,2.0
2e5bb897-0db4-432b-885d-3ac15cdde7a3,1,1.0,0.1,0.9,2.0
2e5c5cd1-a5e2-4248-bdaf-ab4e028d70b9,1,1.0,0.1,0.9,2.0
2f3fc4b2-ea3e-4f2c-8fde-5916c2b00f06,0,0.04630263,0.1,0.9,2.0
2f543104-eeda-418f-9e43-ec2d0932f6e9,1,1.0,0.1,0.9,2.0
2f8d9325-97ed-4850-a977-42f60f3ca1d8,1,1.0,0.1,0.9,2.0
2fb03e5a-ce1f-4977-97f0-5c5536d97b55,1,1.0,0.1,0.9,2.0
301c6fec-85e3-4609-9114-286790d79ac9,0,0.020205585,0.1,0.9,2.0
309f672c-3352-416d-ac6b-c248c30de4d8,0,0.117272,0.1,0.9,2.0
3153b568-daa8-4207-a764-a0520a4e82b6,0,0.010166773,0.1,0.9,2.0
3159e4a7-acbc-48fe-9818-be5fe392ed9e,0,0.09742019,0.1,0.9,2.0
31f05244-ed9d-49a0-b661-1951ae8a0aed,0,0.043970857,0.1,0.9,2.0
3211875f-1466-483c-9a2e-340b0694cd71,1,1.0,0.1,0.9,2.0
