code,site,y,p,support_distance,support_stratum
28020104360_G3,DRIAMS-C,0,0.005431839203546023,0.022739652544260025,medium_support
28020104550_G4,DRIAMS-C,0,0.0013135505714581925,0.013370360620319844,high_support
28020107750_F3,DRIAMS-C,0,0.011927598061976316,0.02366406824439764,medium_support
28020111030_C7,DRIAMS-C,0,0.0007717068944226338,0.013839446753263474,high_support
28020112140_F8,DRIAMS-C,0,0.19139787975456085,0.03726988844573498,low_support
28020112140_G3,DRIAMS-C,0,0.21018112613227496,0.03514438159763813,low_support
28020112140_G4,DRIAMS-C,0,0.37194803249811337,0.05488891303539276,low_support
28020203520_A8,DRIAMS-C,0,0.0006703632222217464,0.025307596661150455,medium_support
28020301940_G5,DRIAMS-C,0,0.015331807852076742,0.01670699119567871,high_support
28020403780_D6,DRIAMS-C,0,0.0006406028980801144,0.026549807004630565,low_support
28020604130_B8,DRIAMS-C,0,0.0024071488549792905,0.030696033127605916,low_support
28020605530_C11,DRIAMS-C,1,0.23123593743757564,0.02286582365632057,medium_support
28020607200_C2,DRIAMS-C,0,0.00033982361918890957,0.017233445681631564,high_support
28020609610_C3,DRIAMS-C,0,0.0002511290485181819,0.03634033128619194,low_support
28020609610_C4,DRIAMS-C,0,0.0006835462173539129,0.04575805366039276,low_support
28020613100_D7,DRIAMS-C,0,0.0020794582043008047,0.01375642567873001,high_support
28020702020_D9,DRIAMS-C,0,0.005531477570867342,0.02962462566792965,low_support
28020706990_F10,DRIAMS-C,0,0.035618452166860534,0.018993317522108553,high_support
28020706990_F8,DRIAMS-C,0,0.005622149478554422,0.018386374041438103,high_support
28020706990_F9,DRIAMS-C,0,0.006271238787689551,0.018508856929838658,high_support
28020707160_A7,DRIAMS-C,0,0.02997308672895068,0.014687230344861746,high_support
28020707160_B8,DRIAMS-C,0,0.011975545397970725,0.014615654665976762,high_support
28020709380_G9,DRIAMS-C,0,0.002424025109960203,0.03918108493089676,low_support
28020711190_E7,DRIAMS-C,0,0.11150839688097298,0.02346991132944822,medium_support
28020806800_E4,DRIAMS-C,0,0.07256503250683981,0.02212139256298542,medium_support
28020813800_D4,DRIAMS-C,0,0.002463915977198304,0.024348917417228222,medium_support
28020906540_E1,DRIAMS-C,0,0.015882408525768048,0.022486418671905994,medium_support
28020912310_C2,DRIAMS-C,0,0.0014648180537514567,0.024452274292707445,medium_support
28021003720_C6,DRIAMS-C,0,0.06633904293943728,0.032297218590974806,low_support
28021102900_G4,DRIAMS-C,0,0.00014643149442270336,0.01755328457802534,high_support
28021102900_G5,DRIAMS-C,0,0.00030210528047623956,0.019272620603442193,high_support
28021103830_D9,DRIAMS-C,0,0.040577841239713947,0.022828084789216517,medium_support
28021208530_A5,DRIAMS-C,0,0.0033992450067752825,0.029907725937664508,low_support
28021212000_F7,DRIAMS-C,0,0.0010377103062959125,0.019228729978203775,high_support
28021212000_A9,DRIAMS-C,0,0.00044653184920193724,0.028125907108187676,low_support
28021306740_D2,DRIAMS-C,0,0.00014983824943114806,0.024868311546742915,medium_support
28021306770_D7,DRIAMS-C,0,0.005393808498161735,0.019887590035796165,high_support
28021310310_E3,DRIAMS-C,0,0.0024743208411734294,0.014678295701742172,high_support
28021408120_E9,DRIAMS-C,0,0.0009231108230316923,0.02001620437949896,high_support
28021408650_D8,DRIAMS-C,0,0.019726173414904808,0.026244735717773436,low_support
28021508990_G5,DRIAMS-C,0,0.004780601451639133,0.021625915169715883,medium_support
28021510270_E7,DRIAMS-C,0,0.0017735391662262617,0.014916533324867486,high_support
28021510270_E9,DRIAMS-C,0,0.008188451327999181,0.01681353934109211,high_support
28021510520_G6,DRIAMS-C,0,0.31412275749913027,0.02830705139786005,low_support
28021609090_A5,DRIAMS-C,0,0.009613895437430516,0.018100790120661257,high_support
28021702160_C5,DRIAMS-C,0,0.010631092827096438,0.024733431078493594,medium_support
28021703920_C12,DRIAMS-C,0,0.0056366928586576125,0.02282936666160822,medium_support
28021803690_D1,DRIAMS-C,0,0.0014949193897039535,0.031776999682188035,low_support
28021907500_E3,DRIAMS-C,0,0.05104414441432746,0.022391794435679912,medium_support
28021907510_E6,DRIAMS-C,0,0.00844187715574266,0.027107305452227594,low_support
28021909350_C4,DRIAMS-C,0,0.059029483979251625,0.01789561416953802,high_support
28021910050_E10,DRIAMS-C,0,0.008181344494711178,0.016640850435942413,high_support
28021913820_F8,DRIAMS-C,0,0.00014699279526318238,0.014514030236750842,high_support
28022012050_F6,DRIAMS-C,0,0.004117436334232194,0.017500939220190047,high_support
28022012050_F7,DRIAMS-C,0,0.00252587234283043,0.01331390906125307,high_support
28022110330_F10,DRIAMS-C,0,0.0048495602271168455,0.021486467309296133,medium_support
28022112330_B1,DRIAMS-C,0,0.002497741330394876,0.04135871939361095,low_support
28022207130_F5,DRIAMS-C,0,0.007082156706499891,0.03434219527989626,low_support
28022209310_C12,DRIAMS-C,0,0.019101203452100354,0.02532570231705904,medium_support
28022209320_D3,DRIAMS-C,0,0.008384041615169514,0.02342605646699667,medium_support
28022209900_F3,DRIAMS-C,0,0.0005654328603054991,0.020143864676356316,high_support
28022304000_C1,DRIAMS-C,0,0.0011761482198693212,0.017369410023093224,high_support
28022304000_C2,DRIAMS-C,0,0.0014722958506628418,0.018936587776988745,high_support
28022304000_C6,DRIAMS-C,0,0.0032439642018930273,0.01846715621650219,high_support
28022304000_C7,DRIAMS-C,0,0.003059158606899484,0.024084440991282464,medium_support
28022406190_D7,DRIAMS-C,1,0.03720745465205305,0.03516781572252512,low_support
28022503510_E4,DRIAMS-C,0,0.0018270665561584704,0.02304350323975086,medium_support
28022609510_F1,DRIAMS-C,0,0.0006633586272242063,0.011821003630757332,high_support
28022611380_D12,DRIAMS-C,0,0.10037515098167468,0.024202990345656872,medium_support
28022713450_B8,DRIAMS-C,0,0.05722088041662094,0.042326324805617335,low_support
28022811400_F4,DRIAMS-C,0,0.0035001429645691367,0.026176599226891993,low_support
28022813710_F6,DRIAMS-C,0,0.2860679755342123,0.025108982622623444,medium_support
28022813780_E1,DRIAMS-C,0,0.0021631553377621606,0.015386126935482025,high_support
28030110660_G4,DRIAMS-C,0,0.00030405684692641076,0.022298051975667477,medium_support
28030110950_B5,DRIAMS-C,0,0.0010640232482535814,0.015902346931397915,high_support
28030112010_A12,DRIAMS-C,0,0.5575116557324076,0.02890811637043953,low_support
28030208990_C7,DRIAMS-C,0,0.07964299673600914,0.0258114168420434,medium_support
28030210960_C5,DRIAMS-C,0,0.16266979422711716,0.06326139569282532,low_support
28030210960_D10,DRIAMS-C,0,0.610654882221082,0.024276380613446235,medium_support
28030213700_C12,DRIAMS-C,0,0.07845164317995167,0.027873646467924118,low_support
28030508420_A11,DRIAMS-C,0,0.053290095811619066,0.03186768479645252,low_support
28030508930_B1,DRIAMS-C,0,0.0003781108390213759,0.02314023971557617,medium_support
28030508930_C9,DRIAMS-C,0,0.0004552509006589037,0.015128417033702135,high_support
28030510540_B10,DRIAMS-C,0,0.015201183448439935,0.016772234719246625,high_support
28030510540_B9,DRIAMS-C,0,0.0014941062865271477,0.02506172899156809,medium_support
28030511090_C1,DRIAMS-C,0,0.001779606576281243,0.02357077207416296,medium_support
28030511090_C2,DRIAMS-C,0,0.0008766578047935778,0.029766407050192355,low_support
28030511090_C3,DRIAMS-C,0,0.0013563475227274199,0.018516349606215954,high_support
28030511090_C4,DRIAMS-C,0,0.027015909847434218,0.024062692746520044,medium_support
28030511270_C10,DRIAMS-C,0,0.0021947363037009755,0.02518445737659931,medium_support
28030511270_C11,DRIAMS-C,0,0.0014283658017372016,0.028260793536901474,low_support
28030511270_C12,DRIAMS-C,0,0.0011314168058266488,0.02135266810655594,medium_support
28030511270_D1,DRIAMS-C,0,0.0016653601856237506,0.02181274089962244,medium_support
28030511270_D2,DRIAMS-C,0,0.0008894289518172418,0.015700629074126483,high_support
28030511270_D3,DRIAMS-C,0,0.001572175101349738,0.021722489222884177,medium_support
28030511270_D4,DRIAMS-C,0,0.002381883262070086,0.018926278688013554,high_support
28030511270_D5,DRIAMS-C,0,0.001133766323723922,0.02781224101781845,low_support
28030511270_A6,DRIAMS-C,0,0.016797909226749855,0.021731977351009846,medium_support
28030603940_F7,DRIAMS-C,0,0.0016389350715408958,0.0267798425629735,low_support
28030611750_G10,DRIAMS-C,0,0.10511570191559358,0.028462099097669124,low_support
28030611750_G11,DRIAMS-C,0,0.015028516250834383,0.02152161244302988,medium_support
28030611750_C3,DRIAMS-C,0,0.5326129594310668,0.018001691438257694,high_support
28030611750_C4,DRIAMS-C,0,0.795272638725787,0.01804307559505105,high_support
28030611820_H3,DRIAMS-C,0,0.018849415735874543,0.025669970363378525,medium_support
28030611820_C5,DRIAMS-C,0,0.13488740051467937,0.022891403920948506,medium_support
28030709850_B4,DRIAMS-C,0,0.0003601126706794427,0.018304796144366264,high_support
28030711870_A2,DRIAMS-C,0,0.017372847413478543,0.02923023123294115,low_support
28030713200_D9,DRIAMS-C,0,0.00014354300016707213,0.013176439795643091,high_support
28030714930_A1,DRIAMS-C,0,0.6499832385779855,0.026996582746505737,low_support
28030805700_D12,DRIAMS-C,0,0.012473962875486012,0.02337021417915821,medium_support
28030810270_C1,DRIAMS-C,0,0.029285796081312994,0.02891162261366844,low_support
28030811580_C12,DRIAMS-C,0,0.01921967727550804,0.02506624422967434,medium_support
28030811580_D1,DRIAMS-C,0,0.003925905792652242,0.03378887642174959,low_support
28030812580_C4,DRIAMS-C,0,0.025368209951924202,0.018345114029943942,high_support
28030910210_H2,DRIAMS-C,0,0.002862181721187998,0.026862433180212975,low_support
28030910210_H3,DRIAMS-C,0,0.00775906462338865,0.02246286291629076,medium_support
28030912710_E3,DRIAMS-C,0,0.1288791906721431,0.02706244122236967,low_support
28030912750_B11,DRIAMS-C,0,0.20029075176393116,0.016211795154958963,high_support
28030912750_E7,DRIAMS-C,0,0.02676070008847003,0.022870183922350407,medium_support
28031003450_D1,DRIAMS-C,0,0.23052948048743543,0.030333021469414235,low_support
28031003450_D2,DRIAMS-C,0,0.021581885852765877,0.015464573074132204,high_support
28031003450_D12,DRIAMS-C,0,0.012156285723827048,0.01645268648862839,high_support
28031003450_A1,DRIAMS-C,0,0.01700500571431653,0.027975423075258733,low_support
28031003670_D7,DRIAMS-C,0,0.011284933107587318,0.029775201342999935,low_support
28031103360_C9,DRIAMS-C,0,0.0163639631705152,0.015973191522061825,high_support
28031212010_B4,DRIAMS-C,0,0.06489436162294486,0.02700710352510214,low_support
28031214150_B2,DRIAMS-C,0,0.0028167551768176844,0.0303114902228117,low_support
28031304230_B10,DRIAMS-C,1,0.6126353349909907,0.02920604348182678,low_support
28031304380_B12,DRIAMS-C,0,0.0005160921074789766,0.015502662304788828,high_support
28031309210_D11,DRIAMS-C,0,0.10943984132938547,0.031920188665390016,low_support
28031314780_F5,DRIAMS-C,0,0.0017236939031415653,0.024491433426737784,medium_support
28031509560_F5,DRIAMS-C,0,0.002307080556712488,0.02267871368676424,medium_support
28031603630_A11,DRIAMS-C,0,0.002542464518996824,0.031778008118271826,low_support
28031611780_D1,DRIAMS-C,0,0.0016675349530318366,0.04034462533891201,low_support
28031611780_D2,DRIAMS-C,0,0.005656629196222318,0.0177713043987751,high_support
28031702960_D12,DRIAMS-C,0,0.001309074089786347,0.033434713073074815,low_support
28031702960_E1,DRIAMS-C,0,0.0008404244368101287,0.030603438243269922,low_support
28031702960_E2,DRIAMS-C,0,0.0005084879639325415,0.020948823913931845,medium_support
28031702960_E3,DRIAMS-C,0,0.0003250596219813885,0.020035740546882154,high_support
28031702960_E4,DRIAMS-C,0,0.0026882110023991723,0.02953788861632347,low_support
28031703480_G1,DRIAMS-C,0,0.004089083280480291,0.03245697878301144,low_support
28031913540_H12,DRIAMS-C,0,0.008340838483770334,0.022246460430324078,medium_support
28032002900_A11,DRIAMS-C,0,0.007467106449196238,0.02535408064723015,medium_support
28032002900_A12,DRIAMS-C,0,0.005294974151984372,0.020730620995163918,medium_support
28032006150_E3,DRIAMS-C,0,0.0006990073305835255,0.04772599823772907,low_support
28032106890_H2,DRIAMS-C,0,0.004044676770228457,0.012689405214041471,high_support
28032109660_B8,DRIAMS-C,0,0.008051884879451921,0.029094860516488553,low_support
28032111110_B12,DRIAMS-C,0,0.04406606346948656,0.025596179254353046,medium_support
28032113270_H12,DRIAMS-C,0,0.0022277756010533295,0.013336876034736633,high_support
28032209810_D4,DRIAMS-C,0,0.0018469232483749524,0.023454695381224154,medium_support
28032213510_C8,DRIAMS-C,0,0.01774338705617673,0.01594691928476095,high_support
28032309530_D5,DRIAMS-C,0,0.00027598265552916467,0.017299315240234137,high_support
28032402630_B4,DRIAMS-C,0,0.03327973431045416,0.02396515440195799,medium_support
28032405410_B6,DRIAMS-C,0,0.0072670382458071316,0.02273739129304886,medium_support
28032405410_B7,DRIAMS-C,0,0.004114904187182082,0.029239759780466557,low_support
28032611870_E2,DRIAMS-C,0,0.2523706879014982,0.01773538775742054,high_support
28032703550_C1,DRIAMS-C,0,0.010823754760208528,0.026068342104554176,medium_support
28032709510_D4,DRIAMS-C,0,0.20516980240420746,0.01767814960330725,high_support
28032709680_E10,DRIAMS-C,0,0.053524905144725035,0.020427534356713295,medium_support
28032805800_G2,DRIAMS-C,0,0.0025786403209821663,0.019165256805717946,high_support
28032805850_G4,DRIAMS-C,0,0.009357412522442137,0.015844802651554347,high_support
28032810820_G7,DRIAMS-C,0,0.004171412927861911,0.028860872611403465,low_support
28032810840_G12,DRIAMS-C,0,0.005593706489497469,0.028402256220579146,low_support
28032810930_H3,DRIAMS-C,0,0.022338632420337883,0.055001819506287575,low_support
28032813400_G11,DRIAMS-C,0,0.026884703257003,0.014152660500258207,high_support
28032813440_H2,DRIAMS-C,0,0.017437926290230703,0.019152446649968624,high_support
28032906350_C1,DRIAMS-C,0,0.018036094755238024,0.02430646903812885,medium_support
28032909670_E3,DRIAMS-C,0,0.021102691374786715,0.02071241308003664,medium_support
28033003410_F11,DRIAMS-C,0,0.027991880309396495,0.029061990976333617,low_support
28033104720_F5,DRIAMS-C,0,0.01247139479885117,0.01866865288466215,high_support
28033106500_F11,DRIAMS-C,0,0.006300323509906032,0.03222886119037867,low_support
28040105490_A6,DRIAMS-C,0,0.011586576812980027,0.03264228422194719,low_support
28040203260_B1,DRIAMS-C,0,0.003350946745313396,0.02845175713300705,low_support
28040203260_B2,DRIAMS-C,0,0.000671324594574761,0.012468939460814,high_support
28040203260_B3,DRIAMS-C,0,0.013747812248044588,0.03427928425371647,low_support
28040412450_D12,DRIAMS-C,0,0.0003647859693510162,0.014691840205341578,high_support
28040502370_C5,DRIAMS-C,0,0.006919423047387696,0.03018714003264904,low_support
28040506610_F3,DRIAMS-C,0,0.0021790860514646214,0.024847818166017534,medium_support
28040506890_F6,DRIAMS-C,0,0.001929889362767055,0.029972510039806367,low_support
28040507850_F11,DRIAMS-C,0,0.0051850475130805025,0.02594926953315735,medium_support
28040508710_B6,DRIAMS-C,0,0.02658126828136294,0.03178010955452919,low_support
28040508760_C8,DRIAMS-C,0,0.005022721147825697,0.026435906067490578,low_support
28040510520_C11,DRIAMS-C,0,0.008814544182091712,0.03308143373578787,low_support
28040512300_B11,DRIAMS-C,0,0.05349596783817311,0.02380147445946932,medium_support
28040514190_G4,DRIAMS-C,0,0.0062468083234754,0.028217777982354163,low_support
28040606810_E8,DRIAMS-C,0,0.03238398384108741,0.02578851953148842,medium_support
28040702990_H1,DRIAMS-C,0,9.537331040507749e-05,0.018896357156336308,high_support
28040702990_H2,DRIAMS-C,0,9.656663918100437e-05,0.017397909611463546,high_support
28040702990_H7,DRIAMS-C,0,0.009179649130452229,0.02474502194672823,medium_support
28040702990_E4,DRIAMS-C,0,0.004385480982431554,0.02455593030899763,medium_support
28040703580_E5,DRIAMS-C,0,0.011208357018043895,0.022768827341496944,medium_support
28040911050_C1,DRIAMS-C,0,0.003588500163289328,0.014820556715130806,high_support
28041005720_F1,DRIAMS-C,0,0.001211419003403297,0.019027327187359333,high_support
28041008900_F6,DRIAMS-C,0,0.00029266354534902475,0.0214725106023252,medium_support
28041014490_G5,DRIAMS-C,0,0.22887362212731333,0.02714469060301781,low_support
28041014510_D6,DRIAMS-C,0,0.0037070974027301447,0.02153315208852291,medium_support
28041014510_D7,DRIAMS-C,0,0.0003557395650118618,0.014792897459119558,high_support
28041014540_D1,DRIAMS-C,0,0.0031392377814885787,0.016976496390998363,high_support
28041102460_E5,DRIAMS-C,0,0.004675907561552828,0.015773316379636526,high_support
28041102460_E6,DRIAMS-C,0,0.001294542279777948,0.01604017671197653,high_support
28041107020_B7,DRIAMS-C,0,0.003054768182961931,0.015486936550587416,high_support
28041107120_B9,DRIAMS-C,0,0.00275914563325211,0.015342396963387728,high_support
28041112590_F9,DRIAMS-C,1,0.16155215173817405,0.04010186493396759,low_support
28041202130_G6,DRIAMS-C,0,0.012252429959970498,0.036664518713951114,low_support
28041206030_E3,DRIAMS-C,0,0.005038396554074146,0.027206128090620042,low_support
28041208030_E8,DRIAMS-C,0,0.03418402152913138,0.039613796025514604,low_support
28041208030_A9,DRIAMS-C,0,0.0011179712773827643,0.01949593164026737,high_support
28041208590_H7,DRIAMS-C,0,0.0005122201185367088,0.029873041808605193,low_support
28041209990_H1,DRIAMS-C,0,0.002956634327043829,0.034119332954287526,low_support
28041209990_H2,DRIAMS-C,0,0.0007780216430145151,0.014934830460697412,high_support
28041210560_F5,DRIAMS-C,0,0.16130511825135252,0.03213047292083502,low_support
28041210590_F6,DRIAMS-C,0,0.01339123228668799,0.027469652704894543,low_support
28041312010_C11,DRIAMS-C,0,0.0009470979811357378,0.028341829404234888,low_support
28041312020_C6,DRIAMS-C,0,0.004502752861685928,0.018353861197829245,high_support
28041502470_A9,DRIAMS-C,0,0.006708420101922914,0.017716397531330585,high_support
28041503010_F7,DRIAMS-C,0,0.040008582698349816,0.016975719295442105,high_support
28041601780_B3,DRIAMS-C,0,0.0028236339922090726,0.015103687159717083,high_support
28041604280_A5,DRIAMS-C,0,0.021595969271596523,0.03483937606215477,low_support
28041609060_F6,DRIAMS-C,0,0.10833543952550696,0.03662080727517605,low_support
28041609080_F7,DRIAMS-C,0,0.17737633455212684,0.033899811841547486,low_support
28041612390_B12,DRIAMS-C,0,0.2458362146853571,0.030835388973355294,low_support
28041702100_A12,DRIAMS-C,0,0.009148913243468528,0.028930745832622052,low_support
28041702100_B1,DRIAMS-C,0,0.0015964141214321068,0.03283371441066265,low_support
28041705340_H6,DRIAMS-C,0,0.5212165376604658,0.017119685374200343,high_support
28041708260_B3,DRIAMS-C,0,0.08985992558198785,0.021502929180860518,medium_support
28041710370_B4,DRIAMS-C,0,0.37151364837856565,0.017163893021643162,high_support
28041710370_B5,DRIAMS-C,0,0.002261119752634528,0.023815238475799562,medium_support
28041710370_B7,DRIAMS-C,0,0.020998595909260936,0.016418116632848978,high_support
28041804550_E5,DRIAMS-C,0,0.012456267906996605,0.017174043133854865,high_support
28041804550_E7,DRIAMS-C,0,0.03535700777264696,0.022337566316127776,medium_support
28041804550_E8,DRIAMS-C,0,0.001624585908093166,0.014444909803569318,high_support
28041804550_F8,DRIAMS-C,0,0.05530547270460173,0.0277457183226943,low_support
28041909560_B10,DRIAMS-C,0,0.01268890141111277,0.014274327270686626,high_support
28041910650_C3,DRIAMS-C,0,0.5279661306467637,0.02158793807029724,medium_support
28041911650_B11,DRIAMS-C,1,0.008945963049305507,0.0178613749332726,high_support
28041911650_B12,DRIAMS-C,1,0.002037791826147457,0.01826986614614725,high_support
28042003030_E7,DRIAMS-C,0,0.0003956236830666069,0.03357270862907171,low_support
28042102250_G4,DRIAMS-C,0,0.00328028299002074,0.023256382904946804,medium_support
28042102250_G5,DRIAMS-C,0,0.005929384539267998,0.026787323132157325,low_support
