code,cluster,y,p_global,p_routed
28030511090_C2,1,0,0.0008766578047935778,0.0004322266541753379
28030511090_C3,1,0,0.0013563475227274199,0.0007382732140894514
28030511090_C4,1,0,0.027015909847434218,0.0018008531698900012
28030511270_C10,4,0,0.0021947363037009755,0.0021947363037009755
28030511270_C11,4,0,0.0014283658017372016,0.0014283658017372016
28030511270_C12,4,0,0.0011314168058266488,0.0011314168058266488
28030511270_D1,4,0,0.0016653601856237506,0.0016653601856237506
28030511270_D2,6,0,0.0008894289518172418,0.00015917843145906712
28030511270_D3,6,0,0.001572175101349738,0.0016119898474401704
28030511270_D4,6,0,0.002381883262070086,0.011334422535829768
28030511270_D5,1,0,0.001133766323723922,0.0007869821085873891
28030511270_A6,5,0,0.016797909226749855,0.2517894138486466
28030603940_F7,2,0,0.0016389350715408958,2.4557264284913827e-06
28030611750_G10,4,0,0.10511570191559358,0.10511570191559358
28030611750_G11,4,0,0.015028516250834383,0.015028516250834383
28030611750_C3,1,0,0.5326129594310668,0.7535215526885944
28030611750_C4,1,0,0.795272638725787,0.6189129219632817
28030611820_H3,1,0,0.018849415735874543,0.022601571899333914
28030611820_C5,5,0,0.13488740051467937,0.44867841888712806
28030709850_B4,0,0,0.0003601126706794427,0.0003601126706794427
28030711870_A2,3,0,0.017372847413478543,2.8817009934859042e-05
28030713200_D9,0,0,0.00014354300016707213,0.00014354300016707213
28030714930_A1,5,0,0.6499832385779855,0.34989941728390195
28030805700_D12,1,0,0.012473962875486012,0.022892330664090944
28030810270_C1,5,0,0.029285796081312994,0.027552976651694403
28030811580_C12,2,0,0.01921967727550804,0.012637371787236682
28030811580_D1,2,0,0.003925905792652242,0.00013868674092423365
28030812580_C4,5,0,0.025368209951924202,0.01860876641675003
28030910210_H2,3,0,0.002862181721187998,0.008314680002268404
28030910210_H3,5,0,0.00775906462338865,0.0765771328752438
28030912710_E3,1,0,0.1288791906721431,0.15897875274172346
28030912750_B11,3,0,0.20029075176393116,3.4679478878029437e-06
28030912750_E7,3,0,0.02676070008847003,7.81939932065062e-05
28031003450_D1,7,0,0.23052948048743543,0.23052948048743543
28031003450_D2,1,0,0.021581885852765877,0.0074570274084258805
28031003450_D12,5,0,0.012156285723827048,0.004708500131227322
28031003450_A1,5,0,0.01700500571431653,0.0036936928219148484
28031003670_D7,5,0,0.011284933107587318,0.0027995128624152643
28031103360_C9,1,0,0.0163639631705152,0.015477691332512655
28031212010_B4,1,0,0.06489436162294486,0.059950717414394505
28031214150_B2,5,0,0.0028167551768176844,0.012232618763548706
28031304230_B10,0,1,0.6126353349909907,0.6126353349909907
28031304380_B12,5,0,0.0005160921074789766,0.5186672407713758
28031309210_D11,4,0,0.10943984132938547,0.10943984132938547
28031314780_F5,5,0,0.0017236939031415653,0.000589828909587151
28031509560_F5,5,0,0.002307080556712488,0.015349363827515875
28031603630_A11,2,0,0.002542464518996824,3.6898904494406854e-05
28031611780_D1,2,0,0.0016675349530318366,0.001613699340375654
28031611780_D2,1,0,0.005656629196222318,0.0012580014616921052
28031702960_D12,2,0,0.001309074089786347,3.401397448326127e-05
28031702960_E1,2,0,0.0008404244368101287,0.00012682952327244202
28031702960_E2,2,0,0.0005084879639325415,5.214266455805088e-06
28031702960_E3,2,0,0.0003250596219813885,4.7127233554395846e-05
28031702960_E4,2,0,0.0026882110023991723,0.0001940780830245259
28031703480_G1,3,0,0.004089083280480291,0.010720174728674437
28031913540_H12,6,0,0.008340838483770334,0.0026736112180017913
28032002900_A11,1,0,0.007467106449196238,0.014470184120210759
28032002900_A12,1,0,0.005294974151984372,0.008896921095707305
28032006150_E3,7,0,0.0006990073305835255,0.0006990073305835255
28032106890_H2,1,0,0.004044676770228457,0.0017494771672659888
28032109660_B8,6,0,0.008051884879451921,0.01050295432151462
28032111110_B12,6,0,0.04406606346948656,0.015232729362382551
28032113270_H12,1,0,0.0022277756010533295,0.0018502808192160196
28032209810_D4,1,0,0.0018469232483749524,0.004450038130276783
28032213510_C8,5,0,0.01774338705617673,0.002962818481813917
28032309530_D5,2,0,0.00027598265552916467,8.576533521025943e-06
28032402630_B4,4,0,0.03327973431045416,0.03327973431045416
28032405410_B6,3,0,0.0072670382458071316,0.008057065622113073
28032405410_B7,3,0,0.004114904187182082,0.021603979956370378
28032611870_E2,6,0,0.2523706879014982,0.017329435880094248
28032703550_C1,1,0,0.010823754760208528,0.009058679279896297
28032709510_D4,1,0,0.20516980240420746,0.060524939567574466
28032709680_E10,1,0,0.053524905144725035,0.05226629568737492
28032805800_G2,0,0,0.0025786403209821663,0.0025786403209821663
28032805850_G4,1,0,0.009357412522442137,0.07080416051956752
28032810820_G7,2,0,0.004171412927861911,0.0006516739308980034
28032810840_G12,3,0,0.005593706489497469,1.200670957541883e-05
28032810930_H3,6,0,0.022338632420337883,0.0027802374931137053
28032813400_G11,1,0,0.026884703257003,0.03581336415173786
28032813440_H2,1,0,0.017437926290230703,0.0016866398973104902
28032906350_C1,1,0,0.018036094755238024,0.04295842353324158
28032909670_E3,3,0,0.021102691374786715,0.10575520215650555
28033003410_F11,5,0,0.027991880309396495,0.004907451747520891
28033104720_F5,1,0,0.01247139479885117,0.0028404836834220225
28033106500_F11,6,0,0.006300323509906032,0.005567289602736089
28040105490_A6,5,0,0.011586576812980027,0.004507365642550654
28040203260_B1,2,0,0.003350946745313396,8.876985439292482e-05
28040203260_B2,2,0,0.000671324594574761,5.986825030823541e-06
28040203260_B3,2,0,0.013747812248044588,0.0005592676866760503
28040412450_D12,1,0,0.0003647859693510162,0.00021476235635397442
28040502370_C5,1,0,0.006919423047387696,0.0012614019393237768
28040506610_F3,1,0,0.0021790860514646214,0.0022674476269636196
28040506890_F6,3,0,0.001929889362767055,0.0001303446660810784
28040507850_F11,1,0,0.0051850475130805025,0.002350591101740399
28040508710_B6,1,0,0.02658126828136294,0.06902772094448047
28040508760_C8,1,0,0.005022721147825697,0.001041962767033295
28040510520_C11,1,0,0.008814544182091712,0.0023167209231350393
28040512300_B11,1,0,0.05349596783817311,0.023360888653045805
28040514190_G4,6,0,0.0062468083234754,0.0075423660099907044
28040606810_E8,1,0,0.03238398384108741,0.003392913275899218
28040702990_H1,0,0,9.537331040507749e-05,9.537331040507749e-05
28040702990_H2,0,0,9.656663918100437e-05,9.656663918100437e-05
28040702990_H7,4,0,0.009179649130452229,0.009179649130452229
28040702990_E4,5,0,0.004385480982431554,0.021555136375279463
28040703580_E5,1,0,0.011208357018043895,0.005193555582276008
28040911050_C1,0,0,0.003588500163289328,0.003588500163289328
28041005720_F1,6,0,0.001211419003403297,1.6369782739483207e-05
28041008900_F6,0,0,0.00029266354534902475,0.00029266354534902475
28041014490_G5,5,0,0.22887362212731333,0.09547061510886934
28041014510_D6,2,0,0.0037070974027301447,0.00012843587465700875
28041014510_D7,2,0,0.0003557395650118618,6.968723590022869e-06
28041014540_D1,1,0,0.0031392377814885787,0.00536616046777015
28041102460_E5,1,0,0.004675907561552828,0.002730708464082983
28041102460_E6,1,0,0.001294542279777948,0.0036364303087138886
28041107020_B7,2,0,0.003054768182961931,3.1682175441245965e-06
28041107120_B9,2,0,0.00275914563325211,5.294704467035313e-06
28041112590_F9,6,1,0.16155215173817405,0.00430301699620298
28041202130_G6,0,0,0.012252429959970498,0.012252429959970498
28041206030_E3,5,0,0.005038396554074146,0.0038322663526032886
28041208030_E8,1,0,0.03418402152913138,0.0023947896919847334
28041208030_A9,1,0,0.0011179712773827643,0.00019239871321494772
28041208590_H7,0,0,0.0005122201185367088,0.0005122201185367088
28041209990_H1,0,0,0.002956634327043829,0.002956634327043829
28041209990_H2,0,0,0.0007780216430145151,0.0007780216430145151
28041210560_F5,1,0,0.16130511825135252,0.05058814522426698
28041210590_F6,1,0,0.01339123228668799,0.0017185395121715333
28041312010_C11,6,0,0.0009470979811357378,0.0031141933344024605
28041312020_C6,7,0,0.004502752861685928,0.004502752861685928
28041502470_A9,2,0,0.006708420101922914,5.991754933033413e-06
28041503010_F7,1,0,0.040008582698349816,0.0016043770993414224
28041601780_B3,3,0,0.0028236339922090726,2.258130394537773e-05
28041604280_A5,5,0,0.021595969271596523,0.005991187343543417
28041609060_F6,3,0,0.10833543952550696,0.0001345134020750412
28041609080_F7,6,0,0.17737633455212684,0.03307304246902985
28041612390_B12,5,0,0.2458362146853571,0.13695598653281962
28041702100_A12,2,0,0.009148913243468528,2.7871425682627722e-05
28041702100_B1,5,0,0.0015964141214321068,0.030764453541875948
28041705340_H6,1,0,0.5212165376604658,0.901064059691182
28041708260_B3,5,0,0.08985992558198785,0.013249816663198244
28041710370_B4,1,0,0.37151364837856565,0.02727995679204742
28041710370_B5,1,0,0.002261119752634528,0.0005632936075300562
28041710370_B7,1,0,0.020998595909260936,0.003154040395745339
28041804550_E5,2,0,0.012456267906996605,3.0428650886283172e-05
28041804550_E7,2,0,0.03535700777264696,1.2594746086566654e-06
28041804550_E8,2,0,0.001624585908093166,3.949404248562984e-06
28041804550_F8,2,0,0.05530547270460173,1.4306679443309203e-05
28041909560_B10,1,0,0.01268890141111277,0.010330104597960486
28041910650_C3,1,0,0.5279661306467637,0.3365069565376761
28041911650_B11,1,1,0.008945963049305507,0.0016343376403070002
28041911650_B12,5,1,0.002037791826147457,0.22212017303112477
28042003030_E7,7,0,0.0003956236830666069,0.0003956236830666069
28042102250_G4,1,0,0.00328028299002074,0.0016902367721708996
28042102250_G5,1,0,0.005929384539267998,0.0014428220301369997
28042203710_F6,1,0,0.009855455193541723,0.009577244221431915
28042203710_F7,1,0,0.07114672013933108,0.007003564814189951
28042306840_A3,1,0,0.007998887407415674,0.013865377421629287
28042308040_F10,1,0,0.015976274268496262,0.003303015227464276
28042309910_C5,0,0,0.014219957837602494,0.014219957837602494
28042312910_F11,3,0,0.0009983650252433326,1.4234846812227368e-05
28042407790_F1,1,0,0.05488092010637081,0.0036666443036667486
28042410140_E2,0,0,0.00047447015663980004,0.00047447015663980004
28042410140_E3,0,0,0.0015108691385780776,0.0015108691385780776
28042410150_D12,0,0,0.0005233704594495119,0.0005233704594495119
28042410150_E1,2,0,0.0017651604318202803,1.7511965566235927e-05
28042410160_D10,1,0,0.06727030357743781,0.1280398310671931
28042410160_D11,1,0,0.0020380281087299845,0.00012575589087255725
28042410160_D9,1,0,0.010692548763897495,0.006030846909871808
28042410430_D8,2,0,0.002833634091352495,0.0071648063853096055
28042412030_B4,1,0,0.038671014182662826,0.008134183529950384
28042413540_D3,1,0,0.0007722057116900519,8.4221472572158e-05
28042505820_B2,6,0,0.052708626242401004,0.06276284947560454
28042506220_E8,5,0,0.01265931587512444,0.0022978555959993568
28042506220_B1,1,0,0.0031249608804724506,0.004699138278246854
28042509100_C6,1,0,0.11683081193223124,0.06177359732016282
28042510600_C9,1,0,0.0010702254532531288,0.007054675052502312
28042510600_D11,1,0,0.003279050888722002,0.00044683400548732767
28042603550_F12,1,0,0.015801652294343656,0.0016672172251285765
28042606820_F5,1,0,0.0016490555429476419,0.0012678964177752696
28042610620_F11,7,0,0.03539984479821809,0.03539984479821809
28042709250_E2,2,0,0.00048183004160462435,6.028909642844776e-05
28042709250_E3,7,0,0.0030413636281962776,0.0030413636281962776
28042902330_A9,4,0,0.0007477315626231816,0.0007477315626231816
28043007250_F9,5,0,0.04746962254240724,0.015912813795385814
28043008620_A1,1,0,0.008079240739516812,0.004247989489244041
28043008620_D9,5,0,0.008037394816021249,0.0012627944460118208
28050109070_F12,1,0,0.46582720865494764,0.14630273545507622
28050109070_G3,1,0,0.031062481374693165,0.0029955189191128357
28050207790_G4,6,0,0.3038742768586975,0.0031487254105924227
28050215550_B7,1,0,0.025351234606541678,0.039085804757793496
28050304120_C4,1,0,0.006741451192739885,0.018565050500144734
28050310100_E6,2,0,0.0024920936108031332,1.7369345220799558e-05
28050310160_E7,1,0,0.001499142098110883,0.0010695960186632824
28050312270_E9,1,1,0.04540975556308723,0.008094744678255205
28050312290_A3,5,0,0.03234816025308945,0.10717638833417754
28050313660_A4,5,1,0.009053976538155173,0.31496632937580715
28050313660_D5,5,1,0.5367915920691794,0.9919955463971825
28050410360_E8,3,0,0.049116812649506125,0.00019451313627132783
28050411000_E10,6,0,0.08398832085364165,0.022096681245779314
28050704110_A6,5,0,0.0710818480853538,0.2851284968747681
28050704110_A9,7,0,0.004980427580652591,0.004980427580652591
28050704390_B5,6,0,0.0880270597556105,0.19744663347980904
28050801650_F10,0,0,0.05865317003421432,0.05865317003421432
28050801650_H2,0,0,0.11144974522279229,0.11144974522279229
28050804090_G2,2,0,0.011147368517144358,0.00018741744114279517
28050804090_G4,2,0,0.0015535591841600777,2.828020473364279e-05
28050804650_F3,5,0,0.2328330202805211,0.12734440712310138
28050805340_A9,5,0,0.007469075574782937,0.060593462175113424
28050901310_A1,4,0,0.0006720611206359281,0.0006720611206359281
28050901310_A2,5,0,0.0039506576003269685,0.006692751463405335
28050911380_F6,1,0,0.2950448113412204,0.04277185333696636
28051003360_G3,1,1,0.9413312192305233,0.8872480442904446
28051004620_B2,3,0,0.0008127152952695953,5.7082284598809564e-06
28051004620_B4,3,0,0.0032961352471711776,1.597592609910379e-05
28051108860_C5,2,1,0.008378341948343927,1.0093892273766005e-05
28051202130_E12,2,0,0.001397624875667343,6.76996623412077e-05
28051203190_E2,1,0,0.008988304680538833,0.012978500504039377
28051203650_D5,1,0,0.0013177942392159391,0.002783111973268468
28051203650_D6,1,0,0.004230448042611658,0.0081577436019369
28051302220_F3,1,0,0.018694299556193984,0.028748341276155217
28051405890_F8,1,0,0.006428523171706551,0.002743578316230852
28051409780_F6,1,0,0.0400210234960921,0.010344830063208969
28051410590_D12,6,0,0.13483259517843585,0.0247541785964124
28051502040_C1,2,0,0.006657287107367785,0.0006313413155862051
28051502040_C3,1,0,0.003918602689650043,0.002169304340213642
28051508810_B1,0,0,0.004614365830547181,0.004614365830547181
28051513160_B10,1,0,0.016956496265988275,0.005697831147932279
28051707450_F2,1,0,0.11904143633398757,0.08786774978352886
28051710250_E7,1,0,0.012114381856449767,0.00479888971679841
28051713010_E10,1,0,0.002162677979889084,0.0007189152576112448
28051713010_E11,1,0,0.034570243731822395,0.10826171216551876
28051808170_E7,5,0,0.0787210840010785,0.651332492293746
28051812220_H8,3,0,0.0014533653512807066,1.2789434379293408e-05
28051902270_E7,2,1,0.00011998753553728103,1.5475090989573545e-05
28051902270_A2,0,1,0.0019530968536810031,0.0019530968536810031
28051902340_F10,1,0,0.003857854332476803,0.008515881206928788
28052002610_G4,1,0,0.010662030414982631,0.005106024065398479
28052002620_G7,1,0,0.010306379890112712,0.004524335587747512
28052003070_C3,1,0,0.047809152903626397,0.013196999539047948
28052103320_C6,5,0,0.0032753167009599506,0.3347569733260277
28052103320_C11,2,0,0.08871793637123308,0.0001648412519242078
28052104840_C8,6,0,0.007536956725115594,0.00042910225270221923
28052104840_D1,2,0,0.0018063319969856976,0.0004246451013143965
28052205580_E7,5,0,0.02397737956922628,0.030361266790178486
28052206090_D6,1,0,0.003460482395108768,0.0008618211052621933
28052210270_F4,2,0,0.0008190588932172054,1.1893312922601456e-06
28052210270_F5,2,0,0.0013625698802333097,1.4750469174126232e-05
28052210390_E12,5,0,0.019864081688516336,0.05933157574349125
28052304820_F11,5,0,0.003467064030831117,0.005485570144682696
28052307200_A6,3,0,0.04317969504726739,5.693192454507484e-06
28052308330_C6,1,0,0.13117414851665787,0.03515260972517101
28052312370_D3,1,0,0.06970070769982613,0.015470463012503828
28052407910_E10,2,0,0.0009497661339775725,6.4550073954477305e-06
28052407980_F3,2,0,0.009229620921101217,0.00012508336794965358
28052410720_D12,6,0,0.04687208564042453,0.0016228288286565147
28052412010_G2,1,0,0.010606049553360275,0.0024429436666551885
28052508990_F1,5,1,0.1442886440799246,0.033226819926464396
28052510560_C9,1,0,0.6233877542451559,0.8183459441780321
28052603620_E7,5,0,0.014654871238022412,0.034187034976434605
28052605620_E4,5,0,0.09902160816853162,0.5748571283557166
28052605620_E5,7,0,0.014102971576186549,0.014102971576186549
28052808490_A7,5,0,0.019659605133406817,0.005700752364850938
28052808580_C12,6,0,0.14152407682674,0.019396295089585496
28052809280_B5,5,0,0.004071871597927345,0.004038144934676832
28052905070_D2,5,0,0.019259565401552218,0.011559290023793283
28052909740_G9,1,0,0.013683340055277292,0.012929846131486268
28052909740_H9,6,0,0.19163355139548435,0.017708164101876093
28052909870_D12,7,1,0.002157589112803302,0.002157589112803302
28052909870_E1,7,1,0.0005193213677398914,0.0005193213677398914
28052909870_E2,4,1,0.003834558036197001,0.003834558036197001
