bin,mz_approx,consistent_sign,median_abs_smd,selected,selection_sites,target_excluded,smd__DRIAMS-A,smd__DRIAMS-B
3526,12578.11,True,0.49072176,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.14169201,0.83975154
1965,7895.11,True,0.48974907,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1653712,0.81412697
2205,8615.11,True,0.48963112,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.19174996,0.7875123
1673,7019.11,True,0.48742032,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.3241382,-0.6507025
2568,9704.11,True,0.48576015,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.3726675,0.5988528
2075,8225.11,True,0.48508114,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.038568873,0.9315934
3914,13742.11,True,0.48494315,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.19100715,0.77887917
3142,11426.11,True,0.48319232,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.09414259,0.87224203
177,2531.1099999999997,True,0.47984096,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.17457718,-0.78510475
952,4856.11,True,0.47807294,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.26284164,0.69330424
1486,6458.11,True,0.47708812,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.072239585,0.88193667
3044,11132.11,True,0.47706786,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1842444,0.7698913
933,4799.11,True,0.47502768,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.22568612,0.7243692
1464,6392.11,True,0.46692526,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1656994,0.7681511
4157,14471.11,True,0.4645324,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.044096455,0.88496834
164,2492.1099999999997,True,0.46444356,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.0036443104,0.92524284
3046,11138.11,True,0.46222654,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.12279625,0.80165684
4154,14462.11,True,0.46208924,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.088466205,0.83571225
1429,6287.11,True,0.45933193,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.109815665,0.8088482
3110,11330.11,True,0.45604306,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.22198951,0.6900966
2358,9074.11,True,0.45431602,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.38945317,0.51917887
630,3890.1099999999997,True,0.4522035,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.27118552,0.6332215
3144,11432.11,True,0.45147213,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.02003791,0.8829064
17,2051.1099999999997,True,0.4507627,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.2859855,-0.61553985
4637,15911.11,True,0.44991887,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.13931072,0.760527
3138,11414.11,True,0.44525164,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.13033296,0.76017034
2678,10034.11,True,0.44478005,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.116869435,0.77269065
3731,13193.11,True,0.44229728,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.053047013,0.83154756
2566,9698.11,True,0.44225132,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.3206341,0.5638685
3106,11318.11,True,0.44086018,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.37929857,0.5024218
2023,8069.11,True,0.43962184,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.119628735,0.75961494
1675,7025.11,True,0.43583345,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.36039713,-0.5112698
4108,14324.11,True,0.43557757,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.23679693,0.6343582
5257,17771.11,True,0.4345087,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.07604726,0.7929702
2355,9065.11,True,0.43358397,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.317651,0.549517
3917,13751.11,True,0.43329412,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.2221196,0.6444686
1485,6455.11,True,0.43283075,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.012026022,0.8536355
3608,12824.11,True,0.43217984,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.020010548,0.84434915
22,2066.1099999999997,True,0.4296775,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.5432496,-0.31610537
34,2102.1099999999997,True,0.42897516,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.3315182,-0.52643216
1323,5969.11,True,0.42883942,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.44502035,0.41265848
3043,11129.11,True,0.4288144,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.15542625,0.70220256
2716,10148.11,True,0.42703387,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.13707478,0.716993
2714,10142.11,True,0.42574155,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.09047088,0.76101226
3523,12569.11,True,0.4254158,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.14649843,0.7043332
2571,9713.11,True,0.42274705,True,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.206084,0.6394101
603,3809.1099999999997,False,0.712476,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.097765,1.3271871
379,3137.1099999999997,False,0.69263816,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.011832901,1.3734434
1591,6773.11,False,0.58033913,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.10705079,1.0536275
687,4061.1099999999997,False,0.57795125,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.50309044,0.65281206
1240,5720.11,False,0.5628395,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.07455295,1.0511261
1592,6776.11,False,0.5620724,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.14209521,0.9820495
1461,6383.11,False,0.5302763,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.03540755,1.025145
2030,8090.11,False,0.52574897,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.17762524,0.8738727
4381,15143.11,False,0.51484215,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.17767379,0.85201055
3609,12827.11,False,0.5054537,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.002082262,1.0088252
1747,7241.11,False,0.5012084,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.121106215,0.88131064
688,4064.1099999999997,False,0.50089645,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.35779205,0.6440008
1239,5717.11,False,0.50002974,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.014223615,0.9858359
2447,9341.11,False,0.49984482,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.18610476,-0.81358486
3147,11441.11,False,0.49315408,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.0068761064,0.97943205
1746,7238.11,False,0.49103624,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.084627494,0.89744496
689,4067.1099999999997,False,0.48241943,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.18701199,0.7778269
3856,13568.11,False,0.4650456,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.12031776,0.80977345
604,3812.1099999999997,False,0.4627656,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.050173778,0.87535745
386,3158.1099999999997,False,0.45671678,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.097349614,0.8160839
1061,5183.11,False,0.45624852,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.6268559,-0.2856411
690,4070.1099999999997,False,0.45166275,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.13424991,0.7690756
1422,6266.11,False,0.44831374,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.3621285,-0.534499
4159,14477.11,False,0.44826877,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.04225889,0.8542787
1593,6779.11,False,0.44734064,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.210648,0.6840333
2446,9338.11,False,0.44614246,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.20313202,-0.6891529
3612,12836.11,False,0.44361445,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.1284306,0.7587983
686,4058.1099999999997,False,0.44258183,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.5183421,0.3668216
1062,5186.11,False,0.442485,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.5641255,-0.32084453
788,4364.11,False,0.43819192,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.074388914,0.8019949
1931,7793.11,False,0.437544,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.04871722,0.8263708
3860,13580.11,False,0.43367773,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.090798736,0.77655673
1521,6563.11,False,0.43077812,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.24154663,0.6200096
2028,8084.11,False,0.42912698,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.04195901,0.81629497
3408,12224.11,False,0.42699802,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.16081129,-0.69318473
3610,12830.11,False,0.42579526,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.047729548,0.80386096
3630,12890.11,False,0.42458034,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.24871352,-0.6004471
2448,9344.11,False,0.42241323,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.15516374,-0.6896627
3611,12833.11,False,0.42220473,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.10387069,0.7405388
1209,5627.11,True,0.4220987,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.22156416,0.6226332
1590,6770.11,False,0.42177248,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.12400012,0.7195448
349,3047.1099999999997,True,0.42167842,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.28352308,0.55983377
1748,7244.11,False,0.42157245,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.16770934,0.67543554
395,3185.1099999999997,False,0.42058867,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.1676752,0.67350215
1362,6086.11,True,0.41945767,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.29087627,0.5480391
1418,6254.11,True,0.41890672,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1976474,0.64016604
5579,18737.11,True,0.41776484,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.18291996,0.6526097
3527,12581.11,True,0.4169845,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.15851618,0.6754528
681,4043.1099999999997,False,0.4155645,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.22620052,0.6049285
1241,5723.11,False,0.41538683,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.11687795,0.7138957
1132,5396.11,False,0.41504684,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.3250841,0.5050096
3852,13556.11,False,0.41501942,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.118450336,0.7115885
4162,14486.11,False,0.4149567,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.106537625,0.72337574
616,3848.1099999999997,True,0.41494933,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.3527335,-0.47716516
1324,5972.11,True,0.41424376,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.44648528,0.38200223
341,3023.1099999999997,False,0.41368282,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.4749715,-0.35239413
3613,12839.11,False,0.41352028,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.16938451,0.6576561
680,4040.1099999999997,False,0.41249344,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.049441613,0.77554524
1933,7799.11,False,0.4120998,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.047355827,0.7768438
4144,14432.11,True,0.41046557,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.11260997,0.70832115
2717,10151.11,True,0.4098926,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.089261696,0.73052347
2563,9689.11,True,0.4098259,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.16644593,0.6532059
1989,7967.11,True,0.4095334,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.062484037,0.7565828
3553,12659.11,True,0.4090936,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1371497,0.6810375
3552,12656.11,True,0.40621525,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.14022037,0.67221016
1939,7817.11,True,0.40620765,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.13479942,0.6776159
176,2528.1099999999997,True,0.40458655,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.21243663,-0.5967365
183,2549.1099999999997,True,0.40336844,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.33904207,-0.46769482
2049,8147.11,False,0.40334246,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.047539037,0.75914586
1891,7673.11,False,0.40253204,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.110222764,-0.6948413
2715,10145.11,True,0.40249205,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.09297535,0.7120087
1113,5339.11,True,0.40238693,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1733973,0.63137656
993,4979.11,True,0.4021626,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.1506075,0.65371776
3848,13544.11,False,0.3984726,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.07849504,0.7184502
3629,12887.11,False,0.398353,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.22317512,-0.5735309
1002,5006.11,True,0.3978166,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.6156157,0.18001744
2569,9707.11,True,0.39706287,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.29946476,0.49466097
1381,6143.11,True,0.39696348,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.5153947,0.2785323
1148,5444.11,True,0.39687222,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.17029022,0.6234542
671,4013.1099999999997,False,0.39683485,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.28396794,-0.5097017
2533,9599.11,True,0.39572617,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.2728387,0.51861364
4530,15590.11,True,0.3954388,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.05605157,0.734826
1,2003.11,True,0.39463928,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.13548939,-0.65378916
953,4859.11,True,0.39439625,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.13672277,0.6520697
1237,5711.11,True,0.3931635,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.118778534,0.6675485
798,4394.11,False,0.3927465,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.12073571,0.6647573
3148,11444.11,False,0.39220592,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.03503096,0.7493809
3143,11429.11,True,0.391763,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.039241638,0.7442844
3607,12821.11,True,0.38988003,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.023474557,0.7562855
5256,17768.11,True,0.38931894,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.16168837,0.6169495
1596,6788.11,False,0.38919193,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.05314926,0.72523457
41,2123.1099999999997,True,0.38909978,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.4641781,-0.31402147
1598,6794.11,False,0.38889796,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.122293375,0.65550256
23,2069.1099999999997,True,0.3887543,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.43975472,-0.33775392
2040,8120.11,True,0.38857394,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.36222193,-0.41492596
2718,10154.11,True,0.38855743,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.124564566,0.6525503
1421,6263.11,False,0.38727164,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.39334282,-0.3812005
1779,7337.11,False,0.38686633,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.013546031,0.7601866
826,4478.11,True,0.38682967,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.115542464,0.6581169
137,2411.1099999999997,True,0.38667768,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.25573662,0.5176188
3942,13826.11,False,0.3865555,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.15140527,-0.6217057
1908,7724.11,False,0.38624865,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.5518361,-0.2206612
1141,5423.11,False,0.3861954,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.14272594,0.62966484
1907,7721.11,False,0.3860607,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.4327065,-0.33941495
1672,7016.11,True,0.3855435,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.23068596,-0.54040104
1597,6791.11,False,0.3854427,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.0779566,0.6929288
2,2006.11,True,0.38450152,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.10970138,-0.65930164
2207,8621.11,True,0.38438436,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.119931765,0.648837
1026,5078.11,True,0.38373798,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.19813135,0.56934464
1780,7340.11,False,0.38296074,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.03664656,0.7292749
2780,10340.11,True,0.3828157,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.08964963,0.67598176
1490,6470.11,True,0.38262686,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.08642937,0.67882437
2157,8471.11,True,0.38184968,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.06859023,0.6951091
1522,6566.11,False,0.3814711,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.19041626,0.5725259
5009,17027.11,False,0.38111728,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.21159483,-0.55063975
828,4484.11,True,0.38080445,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.23701757,0.5245913
340,3020.1099999999997,False,0.3801396,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.5605797,-0.19969943
1430,6290.11,True,0.38009664,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.069592334,0.69060093
932,4796.11,True,0.37974954,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.3061991,0.45329997
1236,5708.11,True,0.37767106,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.10950019,0.64584196
2209,8627.11,True,0.3776635,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.0655567,0.6897703
1991,7973.11,True,0.37744087,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.10592122,0.64896053
2116,8348.11,True,0.3764459,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.31691685,0.4359749
1238,5714.11,True,0.37581602,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.07149313,0.6801389
503,3509.1099999999997,True,0.374762,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.26913875,-0.48038524
545,3635.1099999999997,False,0.37461096,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.33930728,-0.40991467
11,2033.11,True,0.3739209,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.4392699,-0.30857188
4648,15944.11,True,0.3738376,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.17053956,0.5771356
3614,12842.11,False,0.3735032,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.16614199,0.5808644
3313,11939.11,False,0.3734019,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.13597901,-0.6108248
2024,8072.11,True,0.3733022,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.10543198,0.6411724
2117,8351.11,True,0.37317926,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.24772209,0.49863642
1744,7232.11,False,0.37250316,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.15401039,0.59099597
2536,9608.11,True,0.37170807,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.24320859,0.50020754
2713,10139.11,True,0.3714216,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.030506061,0.71233714
1745,7235.11,False,0.37089133,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.109760456,0.6320222
2572,9716.11,True,0.3699414,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.11723539,0.62264746
4581,15743.11,False,0.36946794,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,0.030270338,-0.70866555
838,4514.11,False,0.369264,False,DRIAMS-A|DRIAMS-B,DRIAMS-C,-0.33634517,0.40218288
