site,species,drug,n,n_direncli,direnc_orani,n_tur_toplam,eksiklik_orani
DRIAMS-A,Staphylococcus lugdunensis,Erythromycin,298,33.0,0.11073825503355705,626,0.523961661341853
DRIAMS-A,Staphylococcus lugdunensis,Ampicillin-Amoxicillin,297,118.0,0.39730639730639733,626,0.5255591054313099
DRIAMS-A,Staphylococcus lugdunensis,Tetracycline,297,15.0,0.050505050505050504,626,0.5255591054313099
DRIAMS-A,Morganella morganii,Imipenem,294,199.0,0.6768707482993197,1092,0.7307692307692308
DRIAMS-A,Candida albicans,Caspofungin,292,17.0,0.05821917808219178,2481,0.8823055219669488
DRIAMS-A,Candida albicans,Micafungin,290,24.0,0.08275862068965517,2481,0.8831116485288191
DRIAMS-A,Candida albicans,Anidulafungin,287,75.0,0.2613240418118467,2481,0.8843208383716243
DRIAMS-A,Candida albicans,Itraconazole,283,39.0,0.13780918727915195,2481,0.8859330914953648
DRIAMS-A,Citrobacter koseri,Cefpodoxime,281,44.0,0.15658362989323843,680,0.586764705882353
DRIAMS-A,Enterococcus faecium,Gentamicin_high_level,273,86.0,0.315018315018315,1751,0.8440890919474586
DRIAMS-A,Streptococcus pneumoniae,Penicillin_with_other_infections,256,44.0,0.171875,426,0.39906103286384975
DRIAMS-A,Streptococcus pneumoniae,Clarithromycin,255,44.0,0.17254901960784313,426,0.4014084507042254
DRIAMS-A,Streptococcus pneumoniae,Penicillin_with_meningitis,255,50.0,0.19607843137254902,426,0.4014084507042254
DRIAMS-A,Proteus vulgaris,Imipenem,241,208.0,0.8630705394190872,493,0.511156186612576
DRIAMS-A,Streptococcus pneumoniae,Oxacillin,236,50.0,0.211864406779661,426,0.4460093896713615
DRIAMS-A,Staphylococcus haemolyticus,Ciprofloxacin,234,142.0,0.6068376068376068,1145,0.7956331877729258
DRIAMS-A,Staphylococcus haemolyticus,Erythromycin,231,177.0,0.7662337662337663,1145,0.7982532751091703
DRIAMS-A,Staphylococcus haemolyticus,Rifampicin,231,18.0,0.07792207792207792,1145,0.7982532751091703
DRIAMS-A,Staphylococcus haemolyticus,Cotrimoxazole,230,118.0,0.5130434782608696,1145,0.7991266375545851
DRIAMS-A,Staphylococcus haemolyticus,Fusidic acid,230,55.0,0.2391304347826087,1145,0.7991266375545851
DRIAMS-A,Staphylococcus haemolyticus,Oxacillin,229,156.0,0.6812227074235808,1145,0.8
DRIAMS-A,Staphylococcus haemolyticus,Clindamycin,226,126.0,0.5575221238938053,1145,0.8026200873362446
DRIAMS-A,Staphylococcus haemolyticus,Tetracycline,226,91.0,0.4026548672566372,1145,0.8026200873362446
DRIAMS-A,Staphylococcus haemolyticus,Amoxicillin-Clavulanic acid,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Cefazolin,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Cefepime,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Ceftriaxone,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Cefuroxime,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Imipenem,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Meropenem,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Piperacillin-Tazobactam,225,151.0,0.6711111111111111,1145,0.8034934497816594
DRIAMS-A,Staphylococcus haemolyticus,Teicoplanin,222,48.0,0.21621621621621623,1145,0.8061135371179039
DRIAMS-A,Staphylococcus haemolyticus,Gentamicin,217,132.0,0.6082949308755761,1145,0.8104803493449781
DRIAMS-A,Streptococcus oralis,Penicillin,201,16.0,0.07960199004975124,929,0.7836383207750269
DRIAMS-A,Citrobacter freundii,Norfloxacin,197,11.0,0.05583756345177665,980,0.7989795918367347
DRIAMS-A,Candida glabrata,Anidulafungin,173,9.0,0.05202312138728324,842,0.7945368171021377
DRIAMS-A,Candida glabrata,Itraconazole,172,155.0,0.9011627906976745,842,0.7957244655581948
DRIAMS-A,Streptococcus pyogenes,Clindamycin,162,14.0,0.08641975308641975,883,0.8165345413363534
DRIAMS-A,Streptococcus agalactiae,Clindamycin,156,51.0,0.3269230769230769,2714,0.9425202652910832
DRIAMS-A,Enterococcus faecalis,Gentamicin_high_level,152,12.0,0.07894736842105263,4418,0.9655952919873246
DRIAMS-A,Proteus vulgaris,Cefpodoxime,140,11.0,0.07857142857142857,493,0.7160243407707911
DRIAMS-A,Proteus vulgaris,Fosfomycin-Trometamol,140,10.0,0.07142857142857142,493,0.7160243407707911
DRIAMS-A,Streptococcus agalactiae,Levofloxacin,138,44.0,0.3188405797101449,2714,0.9491525423728814
DRIAMS-A,Corynebacterium tuberculostearicum,Ciprofloxacin,133,109.0,0.8195488721804511,578,0.7698961937716263
DRIAMS-A,Streptococcus dysgalactiae,Clindamycin,133,15.0,0.11278195488721804,585,0.7726495726495727
DRIAMS-A,Staphylococcus saprophyticus,Tetracycline,131,8.0,0.061068702290076333,150,0.1266666666666667
DRIAMS-A,Corynebacterium tuberculostearicum,Penicillin,130,100.0,0.7692307692307693,578,0.7750865051903114
DRIAMS-A,Staphylococcus saprophyticus,Erythromycin,130,56.0,0.4307692307692308,150,0.1333333333333333
DRIAMS-A,Staphylococcus saprophyticus,Clindamycin,129,16.0,0.12403100775193798,150,0.14
DRIAMS-A,Corynebacterium tuberculostearicum,Ceftriaxone,128,97.0,0.7578125,578,0.7785467128027681
DRIAMS-A,Serratia marcescens,Fosfomycin-Trometamol,126,25.0,0.1984126984126984,1219,0.896636587366694
DRIAMS-A,Streptococcus mitis,Penicillin,125,26.0,0.208,666,0.8123123123123124
DRIAMS-A,Corynebacterium tuberculostearicum,Meropenem,122,84.0,0.6885245901639344,578,0.7889273356401384
DRIAMS-A,Morganella morganii,Norfloxacin,122,15.0,0.12295081967213115,1092,0.8882783882783882
DRIAMS-A,Corynebacterium tuberculostearicum,Erythromycin,119,113.0,0.9495798319327731,578,0.7941176470588236
DRIAMS-A,Enterobacter asburiae,Ceftazidime,115,39.0,0.3391304347826087,204,0.4362745098039216
DRIAMS-A,Enterobacter asburiae,Ceftriaxone,115,43.0,0.3739130434782609,204,0.4362745098039216
DRIAMS-A,Enterobacter asburiae,Ciprofloxacin,115,7.0,0.06086956521739131,204,0.4362745098039216
DRIAMS-A,Achromobacter xylosoxidans,Cotrimoxazole,114,16.0,0.14035087719298245,174,0.3448275862068966
DRIAMS-A,Achromobacter xylosoxidans,Meropenem,114,32.0,0.2807017543859649,174,0.3448275862068966
DRIAMS-A,Achromobacter xylosoxidans,Piperacillin-Tazobactam,114,6.0,0.05263157894736842,174,0.3448275862068966
DRIAMS-A,Enterobacter asburiae,Ertapenem,114,9.0,0.07894736842105263,204,0.4411764705882353
DRIAMS-A,Enterobacter asburiae,Imipenem,114,6.0,0.05263157894736842,204,0.4411764705882353
DRIAMS-A,Enterobacter asburiae,Levofloxacin,114,7.0,0.06140350877192982,204,0.4411764705882353
DRIAMS-A,Enterobacter asburiae,Piperacillin-Tazobactam,114,41.0,0.35964912280701755,204,0.4411764705882353
DRIAMS-A,Achromobacter xylosoxidans,Ciprofloxacin,112,103.0,0.9196428571428571,174,0.3563218390804598
DRIAMS-A,Enterobacter asburiae,Colistin,112,15.0,0.13392857142857142,204,0.4509803921568627
DRIAMS-A,Micrococcus luteus,Clindamycin,112,17.0,0.15178571428571427,225,0.5022222222222222
DRIAMS-A,MIX!Klebsiella pneumoniae,Amoxicillin-Clavulanic acid,111,29.0,0.26126126126126126,162,0.31481481481481477
DRIAMS-A,MIX!Klebsiella pneumoniae,Cefepime,111,25.0,0.22522522522522523,162,0.31481481481481477
DRIAMS-A,MIX!Klebsiella pneumoniae,Ceftriaxone,111,25.0,0.22522522522522523,162,0.31481481481481477
DRIAMS-A,MIX!Klebsiella pneumoniae,Ciprofloxacin,111,20.0,0.18018018018018017,162,0.31481481481481477
DRIAMS-A,MIX!Klebsiella pneumoniae,Cotrimoxazole,111,26.0,0.23423423423423423,162,0.31481481481481477
DRIAMS-A,Micrococcus luteus,Erythromycin,111,45.0,0.40540540540540543,225,0.5066666666666666
DRIAMS-A,MIX!Klebsiella pneumoniae,Levofloxacin,109,20.0,0.1834862385321101,162,0.3271604938271605
DRIAMS-A,MIX!Klebsiella pneumoniae,Tobramycin,109,18.0,0.1651376146788991,162,0.3271604938271605
DRIAMS-A,MIX!Klebsiella pneumoniae,Amikacin,108,7.0,0.06481481481481481,162,0.33333333333333337
DRIAMS-A,Corynebacterium tuberculostearicum,Gentamicin,107,26.0,0.24299065420560748,578,0.814878892733564
DRIAMS-A,Enterobacter aerogenes,Ceftazidime,107,34.0,0.3177570093457944,660,0.8378787878787879
DRIAMS-A,Enterobacter aerogenes,Ceftriaxone,107,37.0,0.34579439252336447,660,0.8378787878787879
DRIAMS-A,Enterobacter aerogenes,Piperacillin-Tazobactam,107,40.0,0.37383177570093457,660,0.8378787878787879
DRIAMS-A,MIX!Klebsiella pneumoniae,Ceftazidime,107,22.0,0.205607476635514,162,0.3395061728395061
DRIAMS-A,Micrococcus luteus,Penicillin,105,18.0,0.17142857142857143,225,0.5333333333333333
DRIAMS-A,MIX!Klebsiella pneumoniae,Piperacillin-Tazobactam,103,21.0,0.20388349514563106,162,0.3641975308641975
DRIAMS-A,MIX!Enterobacter cloacae,Cefepime,100,10.0,0.1,162,0.3827160493827161
DRIAMS-A,MIX!Enterobacter cloacae,Ertapenem,100,8.0,0.08,162,0.3827160493827161
DRIAMS-B,Staphylococcus aureus,Benzylpenicillin,348,227.0,0.6522988505747126,353,0.014164305949008527
DRIAMS-B,Staphylococcus aureus,Ciprofloxacin,348,26.0,0.07471264367816093,353,0.014164305949008527
DRIAMS-B,Staphylococcus aureus,Clindamycin,348,37.0,0.10632183908045977,353,0.014164305949008527
DRIAMS-B,Staphylococcus aureus,Levofloxacin,348,26.0,0.07471264367816093,353,0.014164305949008527
DRIAMS-B,Staphylococcus aureus,Erythromycin,347,38.0,0.10951008645533142,353,0.016997167138810165
DRIAMS-B,Staphylococcus aureus,Amoxicillin-Clavulanic acid,346,21.0,0.06069364161849711,353,0.019830028328611915
DRIAMS-B,Staphylococcus aureus,Cefepime,346,21.0,0.06069364161849711,353,0.019830028328611915
DRIAMS-B,Staphylococcus aureus,Fusidic acid,346,20.0,0.057803468208092484,353,0.019830028328611915
