site,species,drug,n,n_direncli,direnc_orani,n_tur_toplam,eksiklik_orani
DRIAMS-A,Staphylococcus epidermidis,Tigecycline,4365,14.0,0.0032073310423825887,9387,0.5349952061361457
DRIAMS-A,Staphylococcus epidermidis,Amoxicillin-Clavulanic acid,4262,3006.0,0.7053026748005631,9387,0.5459678278470225
DRIAMS-A,Staphylococcus epidermidis,Cefazolin,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Cefepime,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Ceftriaxone,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Cefuroxime,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Imipenem,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Meropenem,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Piperacillin-Tazobactam,4261,3006.0,0.7054681999530626,9387,0.546074358154895
DRIAMS-A,Staphylococcus epidermidis,Erythromycin,4232,2591.0,0.6122400756143668,9387,0.5491637370832001
DRIAMS-A,Staphylococcus epidermidis,Gentamicin,4221,1863.0,0.44136460554371004,9387,0.5503355704697986
DRIAMS-A,Staphylococcus epidermidis,Clindamycin,4192,2125.0,0.5069179389312977,9387,0.5534249493981038
DRIAMS-A,Staphylococcus epidermidis,Tetracycline,4132,2329.0,0.563649564375605,9387,0.5598167678704591
DRIAMS-A,Staphylococcus aureus,Vancomycin,3791,0.0,0.0,6994,0.4579639691163855
DRIAMS-A,Staphylococcus aureus,Oxacillin,3790,726.0,0.19155672823218997,6994,0.4581069488132685
DRIAMS-A,Staphylococcus aureus,Daptomycin,3780,30.0,0.007936507936507936,6994,0.4595367457820989
DRIAMS-A,Staphylococcus aureus,Rifampicin,3774,39.0,0.010333863275039745,6994,0.46039462396339714
DRIAMS-A,Staphylococcus aureus,Fusidic acid,3766,253.0,0.06718003186404674,6994,0.46153846153846156
DRIAMS-A,Staphylococcus aureus,Ciprofloxacin,3757,616.0,0.16396060686718125,6994,0.4628252788104089
DRIAMS-A,Staphylococcus aureus,Cotrimoxazole,3741,140.0,0.03742314889067094,6994,0.46511295396053765
DRIAMS-A,Staphylococcus aureus,Meropenem,3643,712.0,0.19544331594839418,6994,0.4791249642550758
DRIAMS-A,Staphylococcus aureus,Amoxicillin-Clavulanic acid,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Cefazolin,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Cefepime,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Ceftriaxone,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Cefuroxime,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Imipenem,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Piperacillin-Tazobactam,3640,712.0,0.1956043956043956,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Tigecycline,3640,1.0,0.0002747252747252747,6994,0.4795539033457249
DRIAMS-A,Staphylococcus aureus,Linezolid,3639,0.0,0.0,6994,0.47969688304260794
DRIAMS-A,Staphylococcus aureus,Mupirocin,3633,16.0,0.004404073768235618,6994,0.48055476122390617
DRIAMS-A,Staphylococcus aureus,Gentamicin,3629,104.0,0.028658032515844586,6994,0.4811266800114383
DRIAMS-A,Staphylococcus aureus,Teicoplanin,3629,4.0,0.0011022320198401765,6994,0.4811266800114383
DRIAMS-A,Staphylococcus aureus,Tetracycline,3609,272.0,0.07536713771127736,6994,0.4839862739490992
DRIAMS-A,Staphylococcus aureus,Erythromycin,3598,650.0,0.18065591995553085,6994,0.48555905061481275
DRIAMS-A,Staphylococcus aureus,Clindamycin,3575,519.0,0.14517482517482516,6994,0.48884758364312264
DRIAMS-A,Staphylococcus aureus,Ampicillin-Amoxicillin,3556,2614.0,0.7350956130483689,6994,0.4915641978839005
DRIAMS-A,Staphylococcus aureus,Penicillin,3553,2611.0,0.7348719392063046,6994,0.4919931369745496
DRIAMS-A,Pseudomonas aeruginosa,Colistin,3234,33.0,0.01020408163265306,4852,0.33347073371805436
DRIAMS-A,Pseudomonas aeruginosa,Tobramycin,3231,250.0,0.0773754255648406,4852,0.33408903544929924
DRIAMS-A,Pseudomonas aeruginosa,Meropenem,3183,503.0,0.15802701853597234,4852,0.34398186314921686
DRIAMS-A,Pseudomonas aeruginosa,Ciprofloxacin,3153,645.0,0.20456707897240722,4852,0.3501648804616653
DRIAMS-A,Pseudomonas aeruginosa,Piperacillin-Tazobactam,3152,598.0,0.18972081218274112,4852,0.35037098103874686
DRIAMS-A,Pseudomonas aeruginosa,Cefepime,3088,550.0,0.17810880829015543,4852,0.3635614179719703
DRIAMS-A,Klebsiella pneumoniae,Ceftriaxone,2860,449.0,0.156993006993007,3921,0.27059423616424383
DRIAMS-A,Klebsiella pneumoniae,Ertapenem,2859,79.0,0.027632039174536552,3921,0.27084927314460594
DRIAMS-A,Klebsiella pneumoniae,Ampicillin-Amoxicillin,2856,2856.0,1.0,3921,0.2716143840856924
DRIAMS-A,Klebsiella pneumoniae,Meropenem,2855,61.0,0.02136602451838879,3921,0.2718694210660546
DRIAMS-A,Klebsiella pneumoniae,Colistin,2854,13.0,0.004555010511562719,3921,0.2721244580464167
DRIAMS-A,Klebsiella pneumoniae,Cotrimoxazole,2854,606.0,0.212333566923616,3921,0.2721244580464167
DRIAMS-A,Klebsiella pneumoniae,Imipenem,2847,43.0,0.01510361784334387,3921,0.27390971690895183
DRIAMS-A,Klebsiella pneumoniae,Tobramycin,2846,319.0,0.11208713984539705,3921,0.27416475388931394
DRIAMS-A,Klebsiella pneumoniae,Amoxicillin-Clavulanic acid,2840,537.0,0.18908450704225352,3921,0.2756949757714868
DRIAMS-A,Klebsiella pneumoniae,Cefepime,2839,362.0,0.12750968650933428,3921,0.27595001275184905
DRIAMS-A,Klebsiella pneumoniae,Ciprofloxacin,2838,513.0,0.18076109936575052,3921,0.27620504973221116
DRIAMS-A,Klebsiella pneumoniae,Ceftazidime,2832,430.0,0.1518361581920904,3921,0.27773527161438405
DRIAMS-A,Klebsiella pneumoniae,Amikacin,2830,129.0,0.04558303886925795,3921,0.2782453455751084
DRIAMS-A,Klebsiella pneumoniae,Levofloxacin,2830,509.0,0.17985865724381625,3921,0.2782453455751084
DRIAMS-A,Klebsiella pneumoniae,Piperacillin-Tazobactam,2759,404.0,0.14642986589343965,3921,0.29635297118082127
DRIAMS-A,Pseudomonas aeruginosa,Ceftazidime,2459,232.0,0.09434729564863766,4852,0.4931986809563067
DRIAMS-A,Pseudomonas aeruginosa,Imipenem,2377,339.0,0.1426167437946992,4852,0.5100989282769992
DRIAMS-A,Pseudomonas aeruginosa,Amikacin,2372,164.0,0.06913996627318718,4852,0.5111294311624073
DRIAMS-A,Pseudomonas aeruginosa,Levofloxacin,2356,325.0,0.13794567062818336,4852,0.5144270403957132
DRIAMS-A,Escherichia coli,Cefpodoxime,2075,874.0,0.42120481927710846,7320,0.7165300546448088
DRIAMS-A,Klebsiella pneumoniae,Cefpodoxime,1826,236.0,0.12924424972617743,3921,0.5343024738587094
DRIAMS-A,Klebsiella pneumoniae,Norfloxacin,1814,285.0,0.15711135611907387,3921,0.5373629176230553
DRIAMS-A,Klebsiella pneumoniae,Fosfomycin-Trometamol,1809,461.0,0.25483692647871753,3921,0.5386381025248661
DRIAMS-A,Escherichia coli,Fosfomycin-Trometamol,1499,34.0,0.02268178785857238,7320,0.7952185792349726
DRIAMS-A,Escherichia coli,Nitrofurantoin,1498,16.0,0.010680907877169559,7320,0.7953551912568306
DRIAMS-A,Escherichia coli,Norfloxacin,1488,390.0,0.2620967741935484,7320,0.7967213114754098
DRIAMS-A,Enterobacter cloacae,Ciprofloxacin,1265,71.0,0.05612648221343874,1987,0.36336185203824867
DRIAMS-A,Enterobacter cloacae,Imipenem,1261,3.0,0.0023790642347343376,1987,0.36537493709109214
DRIAMS-A,Enterobacter cloacae,Amoxicillin-Clavulanic acid,1260,1260.0,1.0,1987,0.36587820835430296
DRIAMS-A,Enterobacter cloacae,Amikacin,1257,17.0,0.013524264120922832,1987,0.3673880221439356
DRIAMS-A,Enterobacter cloacae,Ampicillin-Amoxicillin,1257,1257.0,1.0,1987,0.3673880221439356
DRIAMS-A,Enterobacter cloacae,Colistin,1257,25.0,0.01988862370723946,1987,0.3673880221439356
DRIAMS-A,Enterobacter cloacae,Cotrimoxazole,1257,102.0,0.081145584725537,1987,0.3673880221439356
DRIAMS-A,Enterobacter cloacae,Tobramycin,1257,60.0,0.0477326968973747,1987,0.3673880221439356
DRIAMS-A,Enterobacter cloacae,Levofloxacin,1256,71.0,0.05652866242038217,1987,0.36789129340714644
DRIAMS-A,Enterobacter cloacae,Meropenem,1252,3.0,0.0023961661341853034,1987,0.3699043784599899
DRIAMS-A,Enterobacter cloacae,Ceftriaxone,1249,366.0,0.2930344275420336,1987,0.3714141922496226
DRIAMS-A,Enterobacter cloacae,Ertapenem,1249,116.0,0.09287429943955164,1987,0.3714141922496226
DRIAMS-A,Enterobacter cloacae,Cefepime,1241,154.0,0.12409347300564061,1987,0.37544036235530953
DRIAMS-A,Enterobacter cloacae,Ceftazidime,1234,352.0,0.2852512155591572,1987,0.37896326119778556
DRIAMS-A,Enterobacter cloacae,Piperacillin-Tazobactam,1223,312.0,0.25511038430089944,1987,0.3844992450931052
DRIAMS-A,Enterococcus faecium,Vancomycin,1183,96.0,0.08114961961115807,1751,0.32438606510565393
DRIAMS-A,Enterococcus faecium,Imipenem,1164,1098.0,0.9432989690721649,1751,0.33523700742432894
DRIAMS-A,Enterococcus faecium,Levofloxacin,1133,920.0,0.8120035304501324,1751,0.3529411764705882
DRIAMS-A,Enterococcus faecium,Tigecycline,1128,0.0,0.0,1751,0.3557966876070817
DRIAMS-A,Enterococcus faecium,Linezolid,1124,2.0,0.0017793594306049821,1751,0.3580810965162764
DRIAMS-A,Enterococcus faecium,Teicoplanin,1124,25.0,0.02224199288256228,1751,0.3580810965162764
DRIAMS-A,Enterococcus faecium,Ampicillin-Amoxicillin,1112,1052.0,0.9460431654676259,1751,0.36493432324386066
DRIAMS-A,Proteus mirabilis,Ceftriaxone,915,36.0,0.03934426229508197,2094,0.5630372492836676
DRIAMS-A,Proteus mirabilis,Cotrimoxazole,915,266.0,0.2907103825136612,2094,0.5630372492836676
DRIAMS-A,Proteus mirabilis,Ertapenem,915,2.0,0.002185792349726776,2094,0.5630372492836676
DRIAMS-A,Proteus mirabilis,Meropenem,914,2.0,0.002188183807439825,2094,0.5635148042024833
DRIAMS-A,Proteus mirabilis,Amoxicillin-Clavulanic acid,913,76.0,0.0832420591456736,2094,0.563992359121299
DRIAMS-A,Proteus mirabilis,Ciprofloxacin,913,114.0,0.1248630887185104,2094,0.563992359121299
DRIAMS-A,Proteus mirabilis,Ampicillin-Amoxicillin,912,255.0,0.27960526315789475,2094,0.5644699140401146
DRIAMS-A,Proteus mirabilis,Colistin,912,912.0,1.0,2094,0.5644699140401146
DRIAMS-A,Proteus mirabilis,Tobramycin,912,70.0,0.07675438596491228,2094,0.5644699140401146
DRIAMS-A,Proteus mirabilis,Cefepime,911,19.0,0.020856201975850714,2094,0.5649474689589302
DRIAMS-A,Proteus mirabilis,Piperacillin-Tazobactam,911,1.0,0.0010976948408342481,2094,0.5649474689589302
DRIAMS-A,Proteus mirabilis,Ceftazidime,909,19.0,0.020902090209020903,2094,0.5659025787965616
DRIAMS-A,Proteus mirabilis,Levofloxacin,908,113.0,0.12444933920704845,2094,0.5663801337153773
DRIAMS-A,Proteus mirabilis,Amikacin,903,22.0,0.024363233665559248,2094,0.5687679083094556
DRIAMS-A,Serratia marcescens,Ceftriaxone,863,30.0,0.03476245654692932,1219,0.2920426579163249
DRIAMS-A,Serratia marcescens,Ampicillin-Amoxicillin,862,862.0,1.0,1219,0.2928630024610336
DRIAMS-A,Serratia marcescens,Cefepime,862,4.0,0.004640371229698376,1219,0.2928630024610336
DRIAMS-A,Serratia marcescens,Colistin,862,862.0,1.0,1219,0.2928630024610336
DRIAMS-A,Serratia marcescens,Piperacillin-Tazobactam,862,23.0,0.02668213457076566,1219,0.2928630024610336
DRIAMS-A,Serratia marcescens,Amoxicillin-Clavulanic acid,860,860.0,1.0,1219,0.2945036915504512
DRIAMS-A,Serratia marcescens,Ciprofloxacin,860,40.0,0.046511627906976744,1219,0.2945036915504512
DRIAMS-A,Serratia marcescens,Ertapenem,860,2.0,0.002325581395348837,1219,0.2945036915504512
DRIAMS-A,Serratia marcescens,Levofloxacin,860,41.0,0.047674418604651166,1219,0.2945036915504512
DRIAMS-A,Serratia marcescens,Meropenem,860,0.0,0.0,1219,0.2945036915504512
DRIAMS-A,Serratia marcescens,Ceftazidime,859,30.0,0.034924330616996506,1219,0.29532403609516
DRIAMS-A,Serratia marcescens,Amikacin,857,171.0,0.19953325554259044,1219,0.2969647251845775
DRIAMS-A,Serratia marcescens,Cotrimoxazole,856,0.0,0.0,1219,0.2977850697292863
DRIAMS-A,Serratia marcescens,Imipenem,856,5.0,0.005841121495327103,1219,0.2977850697292863
DRIAMS-A,Serratia marcescens,Tobramycin,855,169.0,0.1976608187134503,1219,0.2986054142739951
DRIAMS-A,Enterococcus faecalis,Imipenem,790,12.0,0.015189873417721518,4418,0.8211860570393843
DRIAMS-A,Enterococcus faecalis,Vancomycin,785,1.0,0.0012738853503184713,4418,0.8223177908555908
DRIAMS-A,Proteus mirabilis,Imipenem,778,567.0,0.7287917737789203,2094,0.6284622731614136
DRIAMS-A,Enterococcus faecalis,Levofloxacin,770,75.0,0.09740259740259741,4418,0.82571299230421
DRIAMS-A,Enterococcus faecalis,Ampicillin-Amoxicillin,765,3.0,0.00392156862745098,4418,0.8268447261204165
DRIAMS-A,Enterococcus faecalis,Tigecycline,765,0.0,0.0,4418,0.8268447261204165
DRIAMS-A,Enterococcus faecalis,Linezolid,763,10.0,0.01310615989515072,4418,0.8272974196468991
DRIAMS-A,Pseudomonas aeruginosa,Aztreonam,763,551.0,0.7221494102228048,4852,0.8427452596867271
DRIAMS-A,Enterococcus faecalis,Teicoplanin,757,0.0,0.0,4418,0.8286555002263467
DRIAMS-A,Staphylococcus hominis,Rifampicin,717,12.0,0.016736401673640166,1313,0.45392231530845395
DRIAMS-A,Staphylococcus hominis,Vancomycin,717,0.0,0.0,1313,0.45392231530845395
DRIAMS-A,Klebsiella oxytoca,Ciprofloxacin,715,5.0,0.006993006993006993,1088,0.3428308823529411
DRIAMS-A,Staphylococcus hominis,Daptomycin,715,0.0,0.0,1313,0.4554455445544554
DRIAMS-A,Klebsiella oxytoca,Ceftriaxone,714,50.0,0.0700280112044818,1088,0.34375
DRIAMS-A,Klebsiella oxytoca,Levofloxacin,714,5.0,0.0070028011204481795,1088,0.34375
DRIAMS-A,Klebsiella oxytoca,Amoxicillin-Clavulanic acid,713,76.0,0.10659186535764376,1088,0.3446691176470589
DRIAMS-A,Klebsiella oxytoca,Ertapenem,713,0.0,0.0,1088,0.3446691176470589
DRIAMS-A,Klebsiella oxytoca,Imipenem,713,0.0,0.0,1088,0.3446691176470589
DRIAMS-A,Klebsiella oxytoca,Meropenem,713,0.0,0.0,1088,0.3446691176470589
DRIAMS-A,Klebsiella oxytoca,Amikacin,712,1.0,0.0014044943820224719,1088,0.34558823529411764
DRIAMS-A,Klebsiella oxytoca,Ampicillin-Amoxicillin,712,712.0,1.0,1088,0.34558823529411764
DRIAMS-A,Klebsiella oxytoca,Cotrimoxazole,712,19.0,0.026685393258426966,1088,0.34558823529411764
DRIAMS-A,Klebsiella oxytoca,Tobramycin,712,1.0,0.0014044943820224719,1088,0.34558823529411764
DRIAMS-A,Klebsiella oxytoca,Cefepime,711,5.0,0.007032348804500703,1088,0.3465073529411765
DRIAMS-A,Klebsiella oxytoca,Colistin,710,5.0,0.007042253521126761,1088,0.3474264705882353
DRIAMS-A,Klebsiella oxytoca,Ceftazidime,709,7.0,0.009873060648801129,1088,0.34834558823529416
DRIAMS-A,Staphylococcus hominis,Ampicillin-Amoxicillin,709,707.0,0.997179125528914,1313,0.46001523229246
DRIAMS-A,Staphylococcus hominis,Linezolid,709,0.0,0.0,1313,0.46001523229246
DRIAMS-A,Staphylococcus hominis,Penicillin,709,707.0,0.997179125528914,1313,0.46001523229246
DRIAMS-A,Staphylococcus hominis,Cotrimoxazole,707,40.0,0.056577086280056574,1313,0.46153846153846156
DRIAMS-A,Staphylococcus hominis,Ciprofloxacin,700,91.0,0.13,1313,0.4668697638994669
DRIAMS-A,Staphylococcus hominis,Tigecycline,700,0.0,0.0,1313,0.4668697638994669
DRIAMS-A,Klebsiella oxytoca,Piperacillin-Tazobactam,692,61.0,0.08815028901734104,1088,0.36397058823529416
DRIAMS-A,Staphylococcus hominis,Fusidic acid,692,345.0,0.4985549132947977,1313,0.47296268088347293
DRIAMS-A,Staphylococcus hominis,Clindamycin,685,194.0,0.2832116788321168,1313,0.47829398324447825
DRIAMS-A,Staphylococcus hominis,Erythromycin,685,387.0,0.564963503649635,1313,0.47829398324447825
DRIAMS-A,Staphylococcus hominis,Oxacillin,685,225.0,0.3284671532846715,1313,0.47829398324447825
DRIAMS-A,Staphylococcus hominis,Gentamicin,683,66.0,0.09663250366032211,1313,0.4798172124904798
DRIAMS-A,Staphylococcus hominis,Tetracycline,670,228.0,0.3402985074626866,1313,0.4897182025894897
DRIAMS-A,Staphylococcus hominis,Amoxicillin-Clavulanic acid,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Cefazolin,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Cefepime,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Ceftriaxone,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Cefuroxime,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Imipenem,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Meropenem,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Staphylococcus hominis,Piperacillin-Tazobactam,668,223.0,0.3338323353293413,1313,0.4912414318354913
DRIAMS-A,Klebsiella variicola,Amikacin,559,0.0,0.0,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Ampicillin-Amoxicillin,559,559.0,1.0,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Cefepime,559,8.0,0.014311270125223614,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Ceftazidime,559,10.0,0.017889087656529516,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Ceftriaxone,559,11.0,0.01967799642218247,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Ciprofloxacin,559,20.0,0.03577817531305903,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Colistin,559,1.0,0.0017889087656529517,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Cotrimoxazole,559,25.0,0.044722719141323794,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Ertapenem,559,1.0,0.0017889087656529517,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Imipenem,559,0.0,0.0,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Levofloxacin,559,20.0,0.03577817531305903,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Meropenem,559,0.0,0.0,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Tobramycin,559,0.0,0.0,763,0.2673656618610747
DRIAMS-A,Klebsiella variicola,Amoxicillin-Clavulanic acid,553,27.0,0.048824593128390596,763,0.27522935779816515
DRIAMS-A,Klebsiella variicola,Piperacillin-Tazobactam,549,10.0,0.018214936247723135,763,0.2804718217562254
DRIAMS-A,Staphylococcus epidermidis,Teicoplanin,488,118.0,0.24180327868852458,9387,0.9480132097581762
DRIAMS-A,Proteus mirabilis,Cefpodoxime,470,23.0,0.04893617021276596,2094,0.775549188156638
DRIAMS-A,Citrobacter koseri,Amikacin,469,3.0,0.006396588486140725,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Ampicillin-Amoxicillin,469,469.0,1.0,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Cefepime,469,8.0,0.017057569296375266,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Ceftazidime,469,8.0,0.017057569296375266,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Ceftriaxone,469,8.0,0.017057569296375266,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Ciprofloxacin,469,8.0,0.017057569296375266,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Colistin,469,0.0,0.0,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Ertapenem,469,0.0,0.0,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Imipenem,469,0.0,0.0,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Levofloxacin,469,8.0,0.017057569296375266,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Meropenem,469,0.0,0.0,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Tobramycin,469,3.0,0.006396588486140725,680,0.31029411764705883
DRIAMS-A,Citrobacter koseri,Cotrimoxazole,467,13.0,0.027837259100642397,680,0.31323529411764706
DRIAMS-A,Proteus mirabilis,Fosfomycin-Trometamol,465,88.0,0.18924731182795698,2094,0.7779369627507163
DRIAMS-A,Enterococcus faecium,Nitrofurantoin,464,358.0,0.771551724137931,1751,0.7350085665334094
DRIAMS-A,Proteus mirabilis,Norfloxacin,461,71.0,0.1540130151843818,2094,0.779847182425979
DRIAMS-A,Citrobacter koseri,Amoxicillin-Clavulanic acid,458,16.0,0.034934497816593885,680,0.32647058823529407
DRIAMS-A,Citrobacter koseri,Piperacillin-Tazobactam,452,12.0,0.02654867256637168,680,0.33529411764705885
DRIAMS-A,Enterobacter cloacae,Cefpodoxime,450,450.0,1.0,1987,0.7735279315551082
DRIAMS-A,Enterobacter cloacae,Fosfomycin-Trometamol,443,242.0,0.54627539503386,1987,0.7770508303975843
DRIAMS-A,Enterobacter cloacae,Norfloxacin,443,42.0,0.09480812641083522,1987,0.7770508303975843
DRIAMS-A,Stenotrophomonas maltophilia,Cotrimoxazole,414,16.0,0.03864734299516908,660,0.3727272727272727
DRIAMS-A,Citrobacter freundii,Cefepime,407,11.0,0.02702702702702703,980,0.5846938775510204
DRIAMS-A,Citrobacter freundii,Ciprofloxacin,407,17.0,0.04176904176904177,980,0.5846938775510204
DRIAMS-A,Citrobacter freundii,Ertapenem,407,2.0,0.004914004914004914,980,0.5846938775510204
DRIAMS-A,Citrobacter freundii,Cotrimoxazole,406,30.0,0.07389162561576355,980,0.5857142857142856
DRIAMS-A,Citrobacter freundii,Colistin,405,12.0,0.02962962962962963,980,0.5867346938775511
DRIAMS-A,Citrobacter freundii,Ceftriaxone,404,133.0,0.3292079207920792,980,0.5877551020408163
DRIAMS-A,Citrobacter freundii,Amikacin,395,24.0,0.060759493670886074,980,0.596938775510204
DRIAMS-A,Citrobacter freundii,Imipenem,395,4.0,0.010126582278481013,980,0.596938775510204
DRIAMS-A,Citrobacter freundii,Tobramycin,395,30.0,0.0759493670886076,980,0.596938775510204
DRIAMS-A,Citrobacter freundii,Ampicillin-Amoxicillin,394,394.0,1.0,980,0.5979591836734695
DRIAMS-A,Citrobacter freundii,Meropenem,394,2.0,0.005076142131979695,980,0.5979591836734695
DRIAMS-A,Citrobacter freundii,Levofloxacin,393,17.0,0.043256997455470736,980,0.5989795918367347
DRIAMS-A,Citrobacter freundii,Amoxicillin-Clavulanic acid,392,391.0,0.9974489795918368,980,0.6
DRIAMS-A,Citrobacter freundii,Ceftazidime,390,122.0,0.3128205128205128,980,0.6020408163265306
DRIAMS-A,Citrobacter freundii,Piperacillin-Tazobactam,390,121.0,0.31025641025641026,980,0.6020408163265306
DRIAMS-A,Staphylococcus capitis,Ciprofloxacin,365,21.0,0.057534246575342465,794,0.5403022670025188
DRIAMS-A,Staphylococcus capitis,Daptomycin,365,15.0,0.0410958904109589,794,0.5403022670025188
DRIAMS-A,Staphylococcus capitis,Fusidic acid,365,46.0,0.12602739726027398,794,0.5403022670025188
DRIAMS-A,Staphylococcus capitis,Oxacillin,365,73.0,0.2,794,0.5403022670025188
DRIAMS-A,Staphylococcus capitis,Rifampicin,365,3.0,0.00821917808219178,794,0.5403022670025188
